"id","type","url","locale","title","status","author","editor","reviewer","published_at","updated_at","last_fact_checked_at","next_review_at","word_count","hero_media","inline_media_count","source_count","claim_count","internal_links","external_links","search_indexed","canonical","quality_score","action","owner","notes"
"gastronomia-en-cordoba","kb_attraction","/baza-znaniy/gastronomia-en-cordoba","ru","Food in Córdoba","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","63","/media/argentina-travel/gastronomia-en-cordoba/1624375907008-colonia_caroya_horizontales__24_.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"gastronomia-en-santa-fe","kb_attraction","/baza-znaniy/gastronomia-en-santa-fe","ru","Food in Santa Fe","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","68","/media/argentina-travel/gastronomia-en-santa-fe/1623697552215-santa_fe_villa_ocampo_picada_local.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"gastronomia-en-santiago-del-estero","kb_attraction","/baza-znaniy/gastronomia-en-santiago-del-estero","ru","Food in Santiago del Estero","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","69","/media/argentina-travel/gastronomia-en-santiago-del-estero/1624384005281-emapandas.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"gastronomia-portena","kb_attraction","/baza-znaniy/gastronomia-portena","ru","Кухня Буэнос-Айреса","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","163","/media/argentina-travel/gastronomia-portena/1623684733782-caba__21_.jpg","0","1","1","0","1","no","not_public","40","HUMAN_REVIEW","Russian content editor","machine_translation_marker"
"gde-luchshiy-karnaval-v-argentine","kb_faq","/baza-znaniy/gde-luchshiy-karnaval-v-argentine","ru","Где лучший карнавал в Аргентине?","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-01","2026-07-01","2026-09-29","237","missing","0","3","0","1","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"general-acha","kb_attraction","/baza-znaniy/general-acha","ru","General Acha","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","59","/media/argentina-travel/general-acha/1628174143798-lapampa_destino4_turismocultural_10.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"gid-po-dengam","kb_guide","/baza-znaniy/gid-po-dengam","ru","Деньги в Аргентине: обмен, карты, банки и бюджет","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2026-08-19","429","missing","0","0","0","26","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source"
"gid-po-dokumentam","kb_guide","/baza-znaniy/gid-po-dokumentam","ru","Документы для въезда и переезда в Аргентину","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2026-08-19","355","missing","0","0","0","24","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source"
"gid-po-kulture","kb_guide","/baza-znaniy/gid-po-kulture","ru","Культура Аргентины: традиции, еда и повседневная жизнь","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2027-01-01","252","missing","0","0","0","16","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"gid-po-medicine","kb_guide","/baza-znaniy/gid-po-medicine","ru","Медицина и страховка в Аргентине: путеводитель","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2026-08-19","228","missing","0","0","0","16","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source"
"gid-po-transportu","kb_transport","/baza-znaniy/gid-po-transportu","ru","Транспорт в Аргентине: перелёты, автобусы и аренда авто","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2027-01-01","231","missing","0","0","0","15","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"gid-po-zhilyu","kb_guide","/baza-znaniy/gid-po-zhilyu","ru","Жильё в Аргентине: аренда, районы и покупка недвижимости","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2027-01-01","170","missing","0","0","0","10","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"gid-puteshestvennika","kb_guide","/baza-znaniy/gid-puteshestvennika","ru","Поездка в Аргентину: как спланировать путешествие","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2027-01-01","508","missing","0","0","0","26","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"gid-relokanta","kb_guide","/baza-znaniy/gid-relokanta","ru","Переезд в Аргентину: пошаговый путеводитель","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2026-08-19","874","missing","0","0","0","58","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source"
"glaciar-huemul","kb_attraction","/baza-znaniy/glaciar-huemul","ru","Ледник Уэмуль","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","72","/media/argentina-travel/glaciar-huemul/1650310549794-dsc_9132.jpg","0","1","0","0","1","no","not_public","50","EXPAND","Content editor","not_publication_ready;thin_content"
"glaciar-ojo-del-albino","kb_attraction","/baza-znaniy/glaciar-ojo-del-albino","ru","Ледник Охо-дель-Альбино","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","76","/media/argentina-travel/glaciar-ojo-del-albino/1656647684425-ojo_del_albino.jpg","0","1","0","0","1","no","not_public","50","EXPAND","Content editor","not_publication_ready;thin_content"
"golf-en-mendoza","kb_attraction","/baza-znaniy/golf-en-mendoza","ru","Golf en Мендоса","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","61","/media/argentina-travel/golf-en-mendoza/1624371108487-_dsc2195.jpg","0","1","0","0","1","no","not_public","45","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_summary"
"golf-en-tierra-del-fuego","kb_attraction","/baza-znaniy/golf-en-tierra-del-fuego","ru","Golf en Огненная Земля","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","62","/media/argentina-travel/golf-en-tierra-del-fuego/1637166185375-martin_gunter_20170128_0017_img_5486_editada.jpg","0","1","0","0","1","no","not_public","45","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_summary"
"gosudarstvennye-prilozheniya","kb_guide","/baza-znaniy/gosudarstvennye-prilozheniya","ru","Mi Argentina: государственные цифровые документы","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","161","missing","0","3","0","0","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"govoryat-li-v-argentine-po-anglijski","kb_faq","/baza-znaniy/govoryat-li-v-argentine-po-anglijski","ru","Говорят ли в Аргентине по-английски?","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","131","missing","0","2","0","1","2","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"grazhdanstvo","kb_guide","/baza-znaniy/grazhdanstvo","ru","Гражданство Аргентины: где проверять действующую процедуру","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","194","missing","0","3","0","0","3","no","not_public","30","HUMAN_REVIEW","Fact checker + legal reviewer","not_publication_ready"
"gualeguaychu","kb_city","/baza-znaniy/gualeguaychu","ru","Gualeguaychú","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","60","/media/argentina-travel/gualeguaychu/1638475468881-7_gualeguaychu_playa__andubaysal_horizontal_2_alta.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"herradura","kb_attraction","/baza-znaniy/herradura","ru","Herradura","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","58","/media/argentina-travel/herradura/1653935148259-fiesta_de_la_corvina_pesca_2.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"hornocal","kb_attraction","/baza-znaniy/hornocal","ru","Серрания-де-Орнокаль (Гора 14 цветов)","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-06","2026-07-06","2026-10-04","239","missing","0","0","4","8","0","no","not_public","85","LIGHT_EDIT","Media editor","missing_hero"
"humahuaca","kb_attraction","/baza-znaniy/humahuaca","ru","Humahuaca","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","62","/media/argentina-travel/humahuaca/1623769140681-quebrada_humahuaca___cerro_pollera_de_la_colla_o_yacoraite___herna","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"ibera","kb_national_park","/baza-znaniy/ibera","ru","Национальный парк Ибера","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","980","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flying_Over_Esteros_del_Iber%C3%A1_The_kingdom_of_water%2C_North-eastern_Argentina.jpg/1920px-Flying_Over_Esteros_del_Iber%C3%A1_The_kingdom_of_water%2C_North-eastern_Argentina.jpg","0","3","5","5","3","no","not_public","80","DEEP_REWRITE","Content editor","mixed_script_word"
"ibera-rassvet-i-tihie-portaly","kb_author_tip","/baza-znaniy/ibera-rassvet-i-tihie-portaly","ru","Ибера: почему стоит вставать затемно и какой портал выбрать ради тишины","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-09-28","162","missing","0","1","0","1","0","no","not_public","80","DEEP_REWRITE","Content editor","mixed_script_word"
"iglesia-nuestra-senora-del-rosario-y-san-francisco","kb_attraction","/baza-znaniy/iglesia-nuestra-senora-del-rosario-y-san-francisco","ru","Church Nuestra Señora del Rosario y San Francisco","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","62","/media/argentina-travel/iglesia-nuestra-senora-del-rosario-y-san-francisco/1656650569642-iglesia_nuestra_se_ora_del_rosario_y_san_francisco__.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"iguasu","kb_national_park","/baza-znaniy/iguasu","ru","Национальный парк Игуасу","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2027-01-03","527","/media/argentina-travel/iguasu/1624893534210-iguazu__72_.jpg","0","1","5","7","1","no","not_public","80","DEEP_REWRITE","Content editor","mixed_script_word"
"iguasu-foto-sekrety","kb_author_tip","/baza-znaniy/iguasu-foto-sekrety","ru","Как снимать водопады Игуасу так, чтобы по фото было видно их реальный размер","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-09-28","182","missing","0","1","0","2","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"iguasu-ritm-bez-tolp-i-sveta","kb_author_tip","/baza-znaniy/iguasu-ritm-bez-tolp-i-sveta","ru","Игуасу без толп: как выстроить день по свету, а не по расписанию автобусов","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-09-28","207","missing","0","1","0","2","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"inflyatsiya-i-ekonomika","kb_guide","/baza-znaniy/inflyatsiya-i-ekonomika","ru","Инфляция в Аргентине: как читать цены и статистику","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","173","missing","0","2","0","0","2","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"intendente-alvear","kb_attraction","/baza-znaniy/intendente-alvear","ru","Intendente Alvear","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","57","/media/argentina-travel/intendente-alvear/1628174534549-lapampa_destino5_int_alvear_4.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"interesnye-fakty","kb_guide","/baza-znaniy/interesnye-fakty","ru","Что удивляет в Аргентине: интересные факты","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-04","2026-07-04","2026-12-31","574","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/193_-_Buenos_Aires_-_Puerto_Madero_-_Janvier_2010.jpg/1920px-193_-_Buenos_Aires_-_Puerto_Madero_-_Janvier_2010.jpg","0","1","5","17","1","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"iruya","kb_attraction","/baza-znaniy/iruya","ru","Iruya","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","59","/media/argentina-travel/iruya/1623700338889-62__fieles_dif__iruya__fel.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"ischigualasto","kb_national_park","/baza-znaniy/ischigualasto","ru","Парк Исчигуаласто (Долина Луны)","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","746","https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/El_Hongo%2C_Ischigualasto%2C_Valle_F%C3%A9rtil%2C_prov._de_San_Juan%2C_Argentina.JPG/1920px-El_Hongo%2C_Ischigualasto%2C_Valle_F%C3%A9rtil%2C_prov._de_San_Juan%2C_Argentina.JPG","0","3","5","5","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"isla-del-cerrito","kb_attraction","/baza-znaniy/isla-del-cerrito","ru","Isla del Cerrito","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","63","/media/argentina-travel/isla-del-cerrito/1643403331748-isla_del_cerrito_rio_pesca_atardecer_sol_silueta.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"isla-medialuna-antartida","kb_attraction","/baza-znaniy/isla-medialuna-antartida","ru","Half Moon Island, Antarctica","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","64","/media/argentina-travel/isla-medialuna-antartida/1656645325769-isla_medialuna__.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"ispanskij-dlya-puteshestvennika","kb_guide","/baza-znaniy/ispanskij-dlya-puteshestvennika","ru","Аргентинский испанский для путешественника","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","604","missing","0","1","4","4","0","no","not_public","50","DEEP_REWRITE","Content editor","placeholder_content"
"istoriya-argentiny","kb_guide","/baza-znaniy/istoriya-argentiny","ru","История Аргентины: три опорные темы для путешественника","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","191","missing","0","3","0","0","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"istoriya-zheleznyh-dorog","kb_transport","/baza-znaniy/istoriya-zheleznyh-dorog","ru","История железных дорог Аргентины: расцвет и упадок","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-04","2026-07-04","2026-12-31","493","https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Estacion_Retiro_-_Tren_Mitre.jpg/1920px-Estacion_Retiro_-_Tren_Mitre.jpg","0","1","5","7","1","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"ituzaingo","kb_attraction","/baza-znaniy/ituzaingo","ru","Ituzaingó","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","64","/media/argentina-travel/ituzaingo/1656636296655-ituzaing____cambyret____esteros_del_iber____nikond7000dsc_0188.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"iz-esejsy-v-ba","kb_transport","/baza-znaniy/iz-esejsy-v-ba","ru","Из аэропорта Эсейса в Буэнос-Айрес","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-09-30","665","missing","0","2","4","5","2","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"jaaukanigas","kb_attraction","/baza-znaniy/jaaukanigas","ru","Jaaukanigás","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","60","/media/argentina-travel/jaaukanigas/1624390563597-minturer___aventura_4.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"jachal","kb_attraction","/baza-znaniy/jachal","ru","Jáchal","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","62","/media/argentina-travel/jachal/1624019747428-j_chal_3.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"jaramillo","kb_attraction","/baza-znaniy/jaramillo","ru","Jaramillo","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","62","/media/argentina-travel/jaramillo/1640115230718-dsc_5882_00001.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"juan-jose-castelli","kb_attraction","/baza-znaniy/juan-jose-castelli","ru","Juan José Castelli","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","63","/media/argentina-travel/juan-jose-castelli/1644328147760-arte__historia_y_cultura___castelli_cultura___chaco__1_.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"jujuy-en-bicicleta","kb_attraction","/baza-znaniy/jujuy-en-bicicleta","ru","Cover Jujuy by Bike","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","60","/media/argentina-travel/jujuy-en-bicicleta/1656649061453-jujuy_bici2.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"junin-de-los-andes","kb_attraction","/baza-znaniy/junin-de-los-andes","ru","Junín de los Andes","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","61","/media/argentina-travel/junin-de-los-andes/1628781776490-mtb_huechulafquen_pnl_jandes_6_baja.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"kachi","kb_attraction","/baza-znaniy/kachi","ru","Качи","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-03","2026-07-03","2026-12-30","412","https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Cachi%2C_Argentina_03.jpg/1920px-Cachi%2C_Argentina_03.jpg","0","2","4","5","2","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kak-dobratsya-iz-rossii","kb_transport","/baza-znaniy/kak-dobratsya-iz-rossii","ru","Как добраться из России и стран СНГ в Аргентину","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","321","missing","0","1","0","0","1","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kak-kupit-aviabilety-deshevle","kb_faq","/baza-znaniy/kak-kupit-aviabilety-deshevle","ru","Как купить внутренние авиабилеты по Аргентине дешевле?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-09-28","99","missing","0","0","0","0","0","no","not_public","80","EXPAND","Content editor","thin_content"
"kak-menyat-valyutu","kb_guide","/baza-znaniy/kak-menyat-valyutu","ru","Как менять валюту в Аргентине: курс, blue, MEP, карты","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","769","missing","0","6","5","5","6","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kak-oplatit-tur-i-zhilyo-zaranee","kb_faq","/baza-znaniy/kak-oplatit-tur-i-zhilyo-zaranee","ru","Как оплатить тур, отель или экскурсию заранее, если моя карта РФ не работает?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2026-08-19","236","missing","0","0","0","3","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source"
"kak-perevezti-kota-ili-sobaku","kb_faq","/baza-znaniy/kak-perevezti-kota-ili-sobaku","ru","Как перевезти кота или собаку в Аргентину?","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","163","missing","0","1","0","0","1","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kak-platit-esli-karta-rf-ne-rabotaet","kb_faq","/baza-znaniy/kak-platit-esli-karta-rf-ne-rabotaet","ru","Как платить в Аргентине, если карты российских банков не работают?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-08-14","105","missing","0","0","0","0","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source;thin_content"
"kak-poluchit-grazhdanstvo-za-2-goda","kb_faq","/baza-znaniy/kak-poluchit-grazhdanstvo-za-2-goda","ru","Правда ли, что гражданство Аргентины можно получить за 2 года?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-08-14","106","missing","0","0","0","0","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source;thin_content"
"kak-poluchit-prava-v-argentine","kb_guide","/baza-znaniy/kak-poluchit-prava-v-argentine","ru","Как получить водительские права в Аргентине: иностранные, обмен и получение с нуля","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","380","missing","0","5","0","0","5","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kak-snyat-kvartiru-bez-garanta","kb_faq","/baza-znaniy/kak-snyat-kvartiru-bez-garanta","ru","Как снять квартиру в Аргентине без гаранта (garantía)?","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","136","missing","0","2","0","0","2","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kakie-dokumenty-vezti-s-soboj","kb_faq","/baza-znaniy/kakie-dokumenty-vezti-s-soboj","ru","Какие документы везти с собой при переезде в Аргентину?","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","134","missing","0","1","0","0","1","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kakie-privivki-nuzhny-dlya-argentiny","kb_faq","/baza-znaniy/kakie-privivki-nuzhny-dlya-argentiny","ru","Какие прививки нужны для поездки в Аргентину?","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-01","2026-07-01","2026-12-28","217","missing","0","2","0","1","2","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kakie-rajony-ba-izbegat","kb_faq","/baza-znaniy/kakie-rajony-ba-izbegat","ru","Какие районы Буэнос-Айреса стоит избегать?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-09-28","104","missing","0","0","0","0","0","no","not_public","80","EXPAND","Content editor","thin_content"
"kakie-rozetki-v-argentine","kb_faq","/baza-znaniy/kakie-rozetki-v-argentine","ru","Какие розетки и напряжение в Аргентине, нужен ли адаптер?","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-04","2026-07-04","2026-12-31","162","missing","0","1","0","2","0","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kakoj-dohod-nuzhen-dlya-rantye","kb_faq","/baza-znaniy/kakoj-dohod-nuzhen-dlya-rantye","ru","Какой доход нужен для получения резиденции рантье в Аргентине?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-08-14","104","missing","0","0","0","0","0","no","not_public","0","LEGAL_REVIEW","Fact checker + legal reviewer","missing_sensitive_source;thin_content"
"kakoj-mesyats-kuda-ehat","kb_faq","/baza-znaniy/kakoj-mesyats-kuda-ehat","ru","У меня отпуск в конкретном месяце — куда в Аргентине в это время реально ехать?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-05","2026-07-05","2026-10-03","223","missing","0","0","0","2","0","no","not_public","70","HUMAN_REVIEW","Content editor","not_publication_ready"
"kakoj-otrub-steika-zakazat","kb_faq","/baza-znaniy/kakoj-otrub-steika-zakazat","ru","Bife de chorizo и ojo de bife — в чём разница, и что такое рибай?","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-12-27","69","missing","0","0","0","0","0","no","not_public","80","EXPAND","Content editor","thin_content"
"kaminito-la-boka","kb_attraction","/baza-znaniy/kaminito-la-boka","ru","Каминито и квартал Ла-Бока","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","218","https://upload.wikimedia.org/wikipedia/commons/0/0c/Colorful_houses_of_La_Boca_01.jpg","0","4","5","2","4","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kanal-bigl-i-poezd-na-kray-sveta","kb_attraction","/baza-znaniy/kanal-bigl-i-poezd-na-kray-sveta","ru","Пролив Бигль и «Поезд на край света»","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","636","https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Les_Eclaireurs_lighthouse%2C_Beagle_Channel%2C_Argentina.jpg/1600px-Les_Eclaireurs_lighthouse%2C_Beagle_Channel%2C_Argentina.jpg","0","4","5","2","4","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kayak-en-bariloche","kb_attraction","/baza-znaniy/kayak-en-bariloche","ru","Каякинг на озёрах Барилоче","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","61","/media/argentina-travel/kayak-en-bariloche/1656644909885-kayak_.jpg","0","1","0","0","1","no","not_public","80","EXPAND","Content editor","thin_content"
"kayak-en-el-parana","kb_attraction","/baza-znaniy/kayak-en-el-parana","ru","Kayaking in the Paraná","quarantined","not_recorded","not_recorded","review_required","not_recorded","2026-07-07","2026-07-07","2026-10-05","64","/media/argentina-travel/kayak-en-el-parana/1643144446143-jaaukanigas.jpg","0","1","0","0","1","no","not_public","10","DEEP_REWRITE","Content editor","not_publication_ready;non_russian_title;non_russian_summary"
"kemping-i-palatki","kb_guide","/baza-znaniy/kemping-i-palatki","ru","Кемпинг в национальных парках Аргентины","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-17","2026-07-17","2026-08-31","164","missing","0","3","0","0","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"kladbische-recoleta","kb_attraction","/baza-znaniy/kladbische-recoleta","ru","Кладбище Реколета","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-07-02","2026-07-02","2026-12-29","499","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Vista_desde_el_aire_del_Cementerio_de_la_Recoleta_01.jpg/1920px-Vista_desde_el_aire_del_Cementerio_de_la_Recoleta_01.jpg","0","3","5","2","3","yes","yes","100","KEEP","Content editor","publication_gate_clean"
"klimat-po-regionam","kb_guide","/baza-znaniy/klimat-po-regionam","ru","Климат Аргентины по регионам","published_public","not_recorded","not_recorded","review_required","not_recorded","2026-06-30","2026-06-30","2026-12-27","529","missing","0","4","5","5","4","yes","yes","100","KEEP","Content editor","publication_gate_clean"
