duplicate_group,left_id,left_url,left_source,right_id,right_url,right_source,detection_method,similarity,classification,risk,recommended_action,evidence
sim карта в аргентине операторы цены и esim,blog:internet-sim-карта,/blog/internet-sim-карта,src/data/blog-content-plan.ts,blog:relocation-sim-карта,/blog/relocation-sim-карта,src/data/blog-content-plan.ts,exact_normalized_title,1.000,cross_layer_parallel_entity,medium,HUMAN_REVIEW,"Совпадение заголовков: «SIM-карта в Аргентине: операторы, цены и eSIM» / «SIM-карта в Аргентине: операторы, цены и eSIM»."
наличные в аргентине доллары евро и где менять безопасно,blog:money-наличные,/blog/money-наличные,src/data/blog.ts,blog:relocation-наличные,/blog/relocation-наличные,src/data/blog-content-plan.ts,exact_normalized_title,1.000,cross_layer_parallel_entity,medium,HUMAN_REVIEW,"Совпадение заголовков: «Наличные в Аргентине: доллары, евро и где менять безопасно» / «Наличные в Аргентине: доллары, евро и где менять безопасно»."
банковскии счет и финансы релоканта в аргентине,kb:bankovskij-schet,/baza-znaniy/bankovskij-schet,content/knowledge-base/dengi/bankovskij-schet.md,blog:bankovskij-schet-argentina,/blog/bankovskij-schet-argentina,src/data/blog.ts,title_dice_bigrams,0.901,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Банковский счёт и финансы релоканта в Аргентине» / «Банковский счёт и финансы релоканта в Аргентине (гид 2026)».
безопасно ли путешествовать по аргентине однои женщине,kb:bezopasno-li-odnoj-zhenshchine,/baza-znaniy/bezopasno-li-odnoj-zhenshchine,content/knowledge-base/faq/bezopasno-li-odnoj-zhenshchine.md,kb:bezopasno-li-v-argentine,/baza-znaniy/bezopasno-li-v-argentine,content/knowledge-base/faq/bezopasno-li-v-argentine.md,title_dice_bigrams,0.892,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Безопасно ли путешествовать по Аргентине одной женщине?» / «Безопасно ли путешествовать по Аргентине?».
деньги в аргентине полныи тематическии гид,kb:gid-po-dengam,/baza-znaniy/gid-po-dengam,content/knowledge-base/dengi/gid-po-dengam.md,kb:gid-po-zhilyu,/baza-znaniy/gid-po-zhilyu,content/knowledge-base/zhile/gid-po-zhilyu.md,title_dice_bigrams,0.904,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Деньги в Аргентине: полный тематический гид» / «Жильё в Аргентине: полный тематический гид».
как купить внутренние авиабилеты по аргентине дешевле,kb:kak-kupit-aviabilety-deshevle,/baza-znaniy/kak-kupit-aviabilety-deshevle,content/knowledge-base/faq/kak-kupit-aviabilety-deshevle.md,blog:vnutrennie-aviabilety-argentina,/blog/vnutrennie-aviabilety-argentina,src/data/blog.ts,title_dice_bigrams,0.920,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Как купить внутренние авиабилеты по Аргентине дешевле?» / «Внутренние авиабилеты по Аргентине 2026: как купить дёшево».
национальныи парк эль пальмар,kb:parque-nacional-el-palmar,/baza-znaniy/parque-nacional-el-palmar,content/knowledge-base/natsionalnye-parki/parque-nacional-el-palmar.md,kb:parque-nacional-el-rey,/baza-znaniy/parque-nacional-el-rey,content/knowledge-base/natsionalnye-parki/parque-nacional-el-rey.md,title_dice_bigrams,0.884,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Национальный парк Эль-Пальмар» / «Национальный парк Эль-Рей».
национальныи парк эль реи,kb:parque-nacional-el-rey,/baza-znaniy/parque-nacional-el-rey,content/knowledge-base/natsionalnye-parki/parque-nacional-el-rey.md,place:parque-nacional-el-palmar,/places/parque-nacional-el-palmar,src/data/places-seed.ts,title_dice_bigrams,0.884,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Национальный парк Эль-Рей» / «Национальный парк Эль-Пальмар».
биосферныи заповедник лагуна бланка,kb:reserva-de-biosfera-laguna-blanca,/baza-znaniy/reserva-de-biosfera-laguna-blanca,content/knowledge-base/dostoprimechatelnosti/reserva-de-biosfera-laguna-blanca.md,kb:reserva-de-biosfera-laguna-oca,/baza-znaniy/reserva-de-biosfera-laguna-oca,content/knowledge-base/dostoprimechatelnosti/reserva-de-biosfera-laguna-oca.md,title_dice_bigrams,0.906,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Биосферный заповедник Лагуна-Бланка» / «Биосферный заповедник Лагуна-Ока».
внж аргентины все легальные пути резиденции,kb:vnzh-argentina,/baza-znaniy/vnzh-argentina,content/knowledge-base/pereezd/vnzh-argentina.md,blog:vnzh-argentina-rezidenciya,/blog/vnzh-argentina-rezidenciya,src/data/blog.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «ВНЖ Аргентины: все легальные пути резиденции» / «ВНЖ Аргентины 2026: все легальные пути резиденции и визы».
раионы буэнос аиреса сколько стоит поездка и как сэкономить,blog:ba-district-бюджет,/blog/ba-district-бюджет,src/data/blog-content-plan.ts,blog:buenos-aires-бюджет,/blog/buenos-aires-бюджет,src/data/blog.ts,title_dice_bigrams,0.933,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Районы Буэнос-Айреса: сколько стоит поездка и как сэкономить» / «Буэнос-Айрес: сколько стоит поездка и как сэкономить».
раионы буэнос аиреса закатные точки практическии гид,blog:ba-district-закат,/blog/ba-district-закат,src/data/blog-content-plan.ts,blog:buenos-aires-закат,/blog/buenos-aires-закат,src/data/blog-content-plan.ts,title_dice_bigrams,0.927,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Районы Буэнос-Айреса: Закатные точки — практический гид» / «Буэнос-Айрес: Закатные точки — практический гид».
раионы буэнос аиреса отели и бронирование практическии гид,blog:ba-district-отели,/blog/ba-district-отели,src/data/blog-content-plan.ts,blog:buenos-aires-отели,/blog/buenos-aires-отели,src/data/blog-content-plan.ts,title_dice_bigrams,0.944,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Районы Буэнос-Айреса: Отели и бронирование — практический гид» / «Буэнос-Айрес: Отели и бронирование — практический гид».
раионы буэнос аиреса 10 типичных ошибок туристов,blog:ba-district-ошибки,/blog/ba-district-ошибки,src/data/blog-content-plan.ts,blog:buenos-aires-ошибки,/blog/buenos-aires-ошибки,src/data/blog-content-plan.ts,title_dice_bigrams,0.914,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Районы Буэнос-Айреса: 10 типичных ошибок туристов» / «Буэнос-Айрес: 10 типичных ошибок туристов».
раионы буэнос аиреса рассветные локации практическии гид,blog:ba-district-рассвет,/blog/ba-district-рассвет,src/data/blog-content-plan.ts,blog:buenos-aires-рассвет,/blog/buenos-aires-рассвет,src/data/blog-content-plan.ts,title_dice_bigrams,0.933,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Районы Буэнос-Айреса: Рассветные локации — практический гид» / «Буэнос-Айрес: Рассветные локации — практический гид».
раионы буэнос аиреса полныи гид для новичков с чего начать,blog:ba-district-советы-новичкам,/blog/ba-district-советы-новичкам,src/data/blog-content-plan.ts,blog:buenos-aires-советы-новичкам,/blog/buenos-aires-советы-новичкам,src/data/blog.ts,title_dice_bigrams,0.926,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Районы Буэнос-Айреса: полный гид для новичков — с чего начать» / «Буэнос-Айрес: полный гид для новичков — с чего начать».
раионы буэнос аиреса хостелы практическии гид,blog:ba-district-хостелы,/blog/ba-district-хостелы,src/data/blog-content-plan.ts,blog:buenos-aires-хостелы,/blog/buenos-aires-хостелы,src/data/blog-content-plan.ts,title_dice_bigrams,0.917,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Районы Буэнос-Айреса: Хостелы — практический гид» / «Буэнос-Айрес: Хостелы — практический гид».
раионы буэнос аиреса аренда жилья airbnb практическии гид,blog:ba-district-airbnb,/blog/ba-district-airbnb,src/data/blog-content-plan.ts,blog:buenos-aires-airbnb,/blog/buenos-aires-airbnb,src/data/blog-content-plan.ts,title_dice_bigrams,0.936,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Районы Буэнос-Айреса: Аренда жилья (Airbnb) — практический гид» / «Буэнос-Айрес: Аренда жилья (Airbnb) — практический гид».
буэнос аирес веснои погода одежда и что успеть,blog:buenos-aires-весной,/blog/buenos-aires-весной,src/data/blog-content-plan.ts,blog:buenos-aires-зимой,/blog/buenos-aires-зимой,src/data/blog-content-plan.ts,title_dice_bigrams,0.909,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Буэнос-Айрес весной: погода, одежда и что успеть» / «Буэнос-Айрес зимой: погода, одежда и что успеть»."
буэнос аирес веснои погода одежда и что успеть,blog:buenos-aires-весной,/blog/buenos-aires-весной,src/data/blog-content-plan.ts,blog:buenos-aires-летом,/blog/buenos-aires-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.895,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Буэнос-Айрес весной: погода, одежда и что успеть» / «Буэнос-Айрес летом: погода, одежда и что успеть»."
буэнос аирес веснои погода одежда и что успеть,blog:buenos-aires-весной,/blog/buenos-aires-весной,src/data/blog-content-plan.ts,blog:buenos-aires-осенью,/blog/buenos-aires-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.883,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Буэнос-Айрес весной: погода, одежда и что успеть» / «Буэнос-Айрес осенью: погода, одежда и что успеть»."
буэнос аирес за 3 дня готовыи маршрут по дням,blog:buenos-aires-за-3-дня,/blog/buenos-aires-за-3-дня,src/data/blog.ts,blog:buenos-aires-за-5-дней,/blog/buenos-aires-за-5-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.914,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Буэнос-Айрес за 3 дня: готовый маршрут по дням» / «Буэнос-Айрес за 5 дней: готовый маршрут по дням».
буэнос аирес за 3 дня готовыи маршрут по дням,blog:buenos-aires-за-3-дня,/blog/buenos-aires-за-3-дня,src/data/blog.ts,blog:buenos-aires-за-7-дней,/blog/buenos-aires-за-7-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.914,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Буэнос-Айрес за 3 дня: готовый маршрут по дням» / «Буэнос-Айрес за 7 дней: готовый маршрут по дням».
буэнос аирес за 5 днеи готовыи маршрут по дням,blog:buenos-aires-за-5-дней,/blog/buenos-aires-за-5-дней,src/data/blog-content-plan.ts,blog:buenos-aires-за-7-дней,/blog/buenos-aires-за-7-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.951,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Буэнос-Айрес за 5 дней: готовый маршрут по дням» / «Буэнос-Айрес за 7 дней: готовый маршрут по дням».
буэнос аирес зимои погода одежда и что успеть,blog:buenos-aires-зимой,/blog/buenos-aires-зимой,src/data/blog-content-plan.ts,blog:buenos-aires-летом,/blog/buenos-aires-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.883,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Буэнос-Айрес зимой: погода, одежда и что успеть» / «Буэнос-Айрес летом: погода, одежда и что успеть»."
буэнос аирес летом погода одежда и что успеть,blog:buenos-aires-летом,/blog/buenos-aires-летом,src/data/blog-content-plan.ts,blog:buenos-aires-осенью,/blog/buenos-aires-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.883,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Буэнос-Айрес летом: погода, одежда и что успеть» / «Буэнос-Айрес осенью: погода, одежда и что успеть»."
кухня аргентины сколько стоит поездка и как сэкономить,blog:food-бюджет,/blog/food-бюджет,src/data/blog-content-plan.ts,blog:itinerary-бюджет,/blog/itinerary-бюджет,src/data/blog-content-plan.ts,title_dice_bigrams,0.897,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Кухня Аргентины: сколько стоит поездка и как сэкономить» / «Аргентина: сколько стоит поездка и как сэкономить».
кухня аргентины веснои погода одежда и что успеть,blog:food-весной,/blog/food-весной,src/data/blog-content-plan.ts,blog:food-зимой,/blog/food-зимой,src/data/blog-content-plan.ts,title_dice_bigrams,0.897,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Кухня Аргентины весной: погода, одежда и что успеть» / «Кухня Аргентины зимой: погода, одежда и что успеть»."
кухня аргентины веснои погода одежда и что успеть,blog:food-весной,/blog/food-весной,src/data/blog-content-plan.ts,blog:food-летом,/blog/food-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.884,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Кухня Аргентины весной: погода, одежда и что успеть» / «Кухня Аргентины летом: погода, одежда и что успеть»."
кухня аргентины зимои погода одежда и что успеть,blog:food-зимой,/blog/food-зимой,src/data/blog-content-plan.ts,blog:food-летом,/blog/food-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Кухня Аргентины зимой: погода, одежда и что успеть» / «Кухня Аргентины летом: погода, одежда и что успеть»."
кухня аргентины зимои погода одежда и что успеть,blog:food-зимой,/blog/food-зимой,src/data/blog-content-plan.ts,blog:food-осенью,/blog/food-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.884,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Кухня Аргентины зимой: погода, одежда и что успеть» / «Кухня Аргентины осенью: погода, одежда и что успеть»."
кухня аргентины летом погода одежда и что успеть,blog:food-летом,/blog/food-летом,src/data/blog-content-plan.ts,blog:food-осенью,/blog/food-осенью,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Кухня Аргентины летом: погода, одежда и что успеть» / «Кухня Аргентины осенью: погода, одежда и что успеть»."
кухня аргентины с ребенком маршрут жилье и безопасность,blog:food-с-ребёнком,/blog/food-с-ребёнком,src/data/blog-content-plan.ts,blog:itinerary-с-ребёнком,/blog/itinerary-с-ребёнком,src/data/blog-content-plan.ts,title_dice_bigrams,0.896,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Кухня Аргентины с ребёнком: маршрут, жильё и безопасность» / «Аргентина с ребёнком: маршрут, жильё и безопасность»."
кухня аргентины с ребенком маршрут жилье и безопасность,blog:food-с-ребёнком,/blog/food-с-ребёнком,src/data/blog-content-plan.ts,blog:safety-с-ребёнком,/blog/safety-с-ребёнком,src/data/blog-content-plan.ts,title_dice_bigrams,0.889,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Кухня Аргентины с ребёнком: маршрут, жильё и безопасность» / «Безопасность в Аргентине с ребёнком: маршрут, жильё и безопасность»."
кухня аргентины полныи гид для новичков с чего начать,blog:food-советы-новичкам,/blog/food-советы-новичкам,src/data/blog-content-plan.ts,blog:itinerary-советы-новичкам,/blog/itinerary-советы-новичкам,src/data/blog-content-plan.ts,title_dice_bigrams,0.923,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Кухня Аргентины: полный гид для новичков — с чего начать» / «Аргентина: полный гид для новичков — с чего начать».
кухня аргентины полныи гид для новичков с чего начать,blog:food-советы-новичкам,/blog/food-советы-новичкам,src/data/blog-content-plan.ts,blog:money-советы-новичкам,/blog/money-советы-новичкам,src/data/blog.ts,title_dice_bigrams,0.887,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Кухня Аргентины: полный гид для новичков — с чего начать» / «Деньги в Аргентине: полный гид для новичков — с чего начать».
водопады игуасу веснои погода одежда и что успеть,blog:iguazu-весной,/blog/iguazu-весной,src/data/blog-content-plan.ts,blog:iguazu-зимой,/blog/iguazu-зимой,src/data/blog-content-plan.ts,title_dice_bigrams,0.892,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Водопады Игуасу весной: погода, одежда и что успеть» / «Водопады Игуасу зимой: погода, одежда и что успеть»."
водопады игуасу за 3 дня готовыи маршрут по дням,blog:iguazu-за-3-дня,/blog/iguazu-за-3-дня,src/data/blog.ts,blog:iguazu-за-5-дней,/blog/iguazu-за-5-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.921,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Водопады Игуасу за 3 дня: готовый маршрут по дням» / «Водопады Игуасу за 5 дней: готовый маршрут по дням».
водопады игуасу зимои погода одежда и что успеть,blog:iguazu-зимой,/blog/iguazu-зимой,src/data/blog-content-plan.ts,blog:iguazu-летом,/blog/iguazu-летом,src/data/blog-content-plan.ts,title_dice_bigrams,0.889,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Водопады Игуасу зимой: погода, одежда и что успеть» / «Водопады Игуасу летом: погода, одежда и что успеть»."
связь в аргентине сколько стоит поездка и как сэкономить,blog:internet-бюджет,/blog/internet-бюджет,src/data/blog-content-plan.ts,blog:money-бюджет,/blog/money-бюджет,src/data/blog.ts,title_dice_bigrams,0.907,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Связь в Аргентине: сколько стоит поездка и как сэкономить» / «Деньги в Аргентине: сколько стоит поездка и как сэкономить».
связь в аргентине сколько стоит поездка и как сэкономить,blog:internet-бюджет,/blog/internet-бюджет,src/data/blog-content-plan.ts,blog:safety-бюджет,/blog/safety-бюджет,src/data/blog-content-plan.ts,title_dice_bigrams,0.891,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Связь в Аргентине: сколько стоит поездка и как сэкономить» / «Безопасность в Аргентине: сколько стоит поездка и как сэкономить».
связь в аргентине сколько стоит поездка и как сэкономить,blog:internet-бюджет,/blog/internet-бюджет,src/data/blog-content-plan.ts,blog:transport-бюджет,/blog/transport-бюджет,src/data/blog-content-plan.ts,title_dice_bigrams,0.880,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Связь в Аргентине: сколько стоит поездка и как сэкономить» / «Транспорт в Аргентине: сколько стоит поездка и как сэкономить».
связь в аргентине сколько стоит поездка и как сэкономить,blog:internet-бюджет,/blog/internet-бюджет,src/data/blog-content-plan.ts,blog:trekking-бюджет,/blog/trekking-бюджет,src/data/blog-content-plan.ts,title_dice_bigrams,0.880,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Связь в Аргентине: сколько стоит поездка и как сэкономить» / «Треккинг в Аргентине: сколько стоит поездка и как сэкономить».
связь в аргентине с ребенком маршрут жилье и безопасность,blog:internet-с-ребёнком,/blog/internet-с-ребёнком,src/data/blog-content-plan.ts,blog:itinerary-с-ребёнком,/blog/itinerary-с-ребёнком,src/data/blog-content-plan.ts,title_dice_bigrams,0.887,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Связь в Аргентине с ребёнком: маршрут, жильё и безопасность» / «Аргентина с ребёнком: маршрут, жильё и безопасность»."
связь в аргентине с ребенком маршрут жилье и безопасность,blog:internet-с-ребёнком,/blog/internet-с-ребёнком,src/data/blog-content-plan.ts,blog:safety-с-ребёнком,/blog/safety-с-ребёнком,src/data/blog-content-plan.ts,title_dice_bigrams,0.960,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Связь в Аргентине с ребёнком: маршрут, жильё и безопасность» / «Безопасность в Аргентине с ребёнком: маршрут, жильё и безопасность»."
связь в аргентине с ребенком маршрут жилье и безопасность,blog:internet-с-ребёнком,/blog/internet-с-ребёнком,src/data/blog-content-plan.ts,blog:trekking-с-ребёнком,/blog/trekking-с-ребёнком,src/data/blog-content-plan.ts,title_dice_bigrams,0.895,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Связь в Аргентине с ребёнком: маршрут, жильё и безопасность» / «Треккинг в Аргентине с ребёнком: маршрут, жильё и безопасность»."
связь в аргентине полныи гид для новичков с чего начать,blog:internet-советы-новичкам,/blog/internet-советы-новичкам,src/data/blog-content-plan.ts,blog:itinerary-советы-новичкам,/blog/itinerary-советы-новичкам,src/data/blog-content-plan.ts,title_dice_bigrams,0.894,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Связь в Аргентине: полный гид для новичков — с чего начать» / «Аргентина: полный гид для новичков — с чего начать».
связь в аргентине полныи гид для новичков с чего начать,blog:internet-советы-новичкам,/blog/internet-советы-новичкам,src/data/blog-content-plan.ts,blog:money-советы-новичкам,/blog/money-советы-новичкам,src/data/blog.ts,title_dice_bigrams,0.920,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Связь в Аргентине: полный гид для новичков — с чего начать» / «Деньги в Аргентине: полный гид для новичков — с чего начать».
связь в аргентине полныи гид для новичков с чего начать,blog:internet-советы-новичкам,/blog/internet-советы-новичкам,src/data/blog-content-plan.ts,blog:trekking-советы-новичкам,/blog/trekking-советы-новичкам,src/data/blog-content-plan.ts,title_dice_bigrams,0.885,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Связь в Аргентине: полный гид для новичков — с чего начать» / «Треккинг в Аргентине: полный гид для новичков — с чего начать».
аргентина междугородние автобусы практическии гид,blog:itinerary-автобусы,/blog/itinerary-автобусы,src/data/blog-content-plan.ts,blog:transport-автобусы,/blog/transport-автобусы,src/data/blog-content-plan.ts,title_dice_bigrams,0.882,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина: Междугородние автобусы — практический гид» / «Транспорт в Аргентине: Междугородние автобусы — практический гид».
аргентина сколько стоит поездка и как сэкономить,blog:itinerary-бюджет,/blog/itinerary-бюджет,src/data/blog-content-plan.ts,blog:money-бюджет,/blog/money-бюджет,src/data/blog.ts,title_dice_bigrams,0.886,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина: сколько стоит поездка и как сэкономить» / «Деньги в Аргентине: сколько стоит поездка и как сэкономить».
аргентина за 10 днеи готовыи маршрут по дням,blog:itinerary-за-10-дней,/blog/itinerary-за-10-дней,src/data/blog.ts,blog:itinerary-за-14-дней,/blog/itinerary-за-14-дней,src/data/blog.ts,title_dice_bigrams,0.947,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 10 дней: готовый маршрут по дням» / «Аргентина за 14 дней: готовый маршрут по дням».
аргентина за 10 днеи готовыи маршрут по дням,blog:itinerary-за-10-дней,/blog/itinerary-за-10-дней,src/data/blog.ts,blog:itinerary-за-3-дня,/blog/itinerary-за-3-дня,src/data/blog-content-plan.ts,title_dice_bigrams,0.892,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 10 дней: готовый маршрут по дням» / «Аргентина за 3 дня: готовый маршрут по дням».
аргентина за 10 днеи готовыи маршрут по дням,blog:itinerary-за-10-дней,/blog/itinerary-за-10-дней,src/data/blog.ts,blog:itinerary-за-5-дней,/blog/itinerary-за-5-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.933,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 10 дней: готовый маршрут по дням» / «Аргентина за 5 дней: готовый маршрут по дням».
аргентина за 10 днеи готовыи маршрут по дням,blog:itinerary-за-10-дней,/blog/itinerary-за-10-дней,src/data/blog.ts,blog:itinerary-за-7-дней,/blog/itinerary-за-7-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.933,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 10 дней: готовый маршрут по дням» / «Аргентина за 7 дней: готовый маршрут по дням».
аргентина за 14 днеи готовыи маршрут по дням,blog:itinerary-за-14-дней,/blog/itinerary-за-14-дней,src/data/blog.ts,blog:itinerary-за-3-дня,/blog/itinerary-за-3-дня,src/data/blog-content-plan.ts,title_dice_bigrams,0.892,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 14 дней: готовый маршрут по дням» / «Аргентина за 3 дня: готовый маршрут по дням».
аргентина за 14 днеи готовыи маршрут по дням,blog:itinerary-за-14-дней,/blog/itinerary-за-14-дней,src/data/blog.ts,blog:itinerary-за-5-дней,/blog/itinerary-за-5-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.933,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 14 дней: готовый маршрут по дням» / «Аргентина за 5 дней: готовый маршрут по дням».
аргентина за 14 днеи готовыи маршрут по дням,blog:itinerary-за-14-дней,/blog/itinerary-за-14-дней,src/data/blog.ts,blog:itinerary-за-7-дней,/blog/itinerary-за-7-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.933,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 14 дней: готовый маршрут по дням» / «Аргентина за 7 дней: готовый маршрут по дням».
аргентина за 3 дня готовыи маршрут по дням,blog:itinerary-за-3-дня,/blog/itinerary-за-3-дня,src/data/blog-content-plan.ts,blog:itinerary-за-5-дней,/blog/itinerary-за-5-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.904,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 3 дня: готовый маршрут по дням» / «Аргентина за 5 дней: готовый маршрут по дням».
аргентина за 3 дня готовыи маршрут по дням,blog:itinerary-за-3-дня,/blog/itinerary-за-3-дня,src/data/blog-content-plan.ts,blog:itinerary-за-7-дней,/blog/itinerary-за-7-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.904,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 3 дня: готовый маршрут по дням» / «Аргентина за 7 дней: готовый маршрут по дням».
аргентина за 5 днеи готовыи маршрут по дням,blog:itinerary-за-5-дней,/blog/itinerary-за-5-дней,src/data/blog-content-plan.ts,blog:itinerary-за-7-дней,/blog/itinerary-за-7-дней,src/data/blog-content-plan.ts,title_dice_bigrams,0.946,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина за 5 дней: готовый маршрут по дням» / «Аргентина за 7 дней: готовый маршрут по дням».
аргентина с ребенком маршрут жилье и безопасность,blog:itinerary-с-ребёнком,/blog/itinerary-с-ребёнком,src/data/blog-content-plan.ts,blog:safety-с-ребёнком,/blog/safety-с-ребёнком,src/data/blog-content-plan.ts,title_dice_bigrams,0.925,near_duplicate_candidate,medium,HUMAN_REVIEW,"Совпадение заголовков: «Аргентина с ребёнком: маршрут, жильё и безопасность» / «Безопасность в Аргентине с ребёнком: маршрут, жильё и безопасность»."
аргентина полныи гид для новичков с чего начать,blog:itinerary-советы-новичкам,/blog/itinerary-советы-новичкам,src/data/blog-content-plan.ts,blog:money-советы-новичкам,/blog/money-советы-новичкам,src/data/blog.ts,title_dice_bigrams,0.913,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина: полный гид для новичков — с чего начать» / «Деньги в Аргентине: полный гид для новичков — с чего начать».
аргентина полныи гид для новичков с чего начать,blog:itinerary-советы-новичкам,/blog/itinerary-советы-новичкам,src/data/blog-content-plan.ts,blog:relocation-советы-новичкам,/blog/relocation-советы-новичкам,src/data/blog-content-plan.ts,title_dice_bigrams,0.884,near_duplicate_candidate,medium,HUMAN_REVIEW,Совпадение заголовков: «Аргентина: полный гид для новичков — с чего начать» / «Переезд в Аргентину: полный гид для новичков — с чего начать».
