"source_id","entry_id","url","source_title","source_url","source_type","authority","url_status","checked_at","language","note","official","status","owner","evidence"
"argentina-vehicle-documents","gosudarstvennye-prilozheniya","/baza-znaniy/gosudarstvennye-prilozheniya","Mi Argentina — Los papeles de tu vehículo","https://www.argentina.gob.ar/miargentina/servicios/papeles-del-vehiculo","official","primary","verified","2026-07-17","es","Перечень автомобильных документов, доступных через Mi Argentina.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-official-language","govoryat-li-v-argentine-po-anglijski","/baza-znaniy/govoryat-li-v-argentine-po-anglijski","Argentina.gob.ar — язык Аргентины","https://www.argentina.gob.ar/node/208638","official","primary","verified","2026-07-17","es","Подтверждает, что официальным языком страны является испанский.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"buenos-aires-porteno-language","govoryat-li-v-argentine-po-anglijski","/baza-znaniy/govoryat-li-v-argentine-po-anglijski","Buenos Aires Ciudad — porteños и местная речь","https://turismo.buenosaires.gob.ar/en/article/buenos-aires-its-people","official","primary","verified","2026-07-17","en","Подтверждает особенности porteño: voseo и характерное произношение ll/y.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-citizenship-law-current","grazhdanstvo","/baza-znaniy/grazhdanstvo","Ley 346 — texto actualizado","https://www.argentina.gob.ar/normativa/nacional/ley-346-48854/actualizacion","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"dnu-366-2025","grazhdanstvo","/baza-znaniy/grazhdanstvo","Decreto 366/2025","https://www.argentina.gob.ar/normativa/nacional/decreto-366-2025-413297/texto","official","primary","verified","2026-08-21","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"dnm-citizenship-self-service","grazhdanstvo","/baza-znaniy/grazhdanstvo","Migraciones — Ciudadanía por naturalización","https://www.argentina.gob.ar/migraciones/ciudadania-autogestion","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"dnm-citizenship-radex","grazhdanstvo","/baza-znaniy/grazhdanstvo","Migraciones — inicio de ciudadanía por RaDEX","https://www.migraciones.gob.ar/radex/inicio-pasos-ciudadania.html","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"gualeguaychu:source:1","gualeguaychu","/baza-znaniy/gualeguaychu","Visit Argentina — Gualeguaychú","https://www.argentina.travel/actividades/gualeguaychu","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"herradura:source:1","herradura","/baza-znaniy/herradura","Visit Argentina — Herradura","https://www.argentina.travel/actividades/herradura","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"hornocal:source:1","hornocal","/baza-znaniy/hornocal","Туризм Жужуя — каталог маршрутов 73 и 83","https://www.turismo.jujuy.gob.ar/wp-content/uploads/Catalogo-TRC-Rutas-73-y-83.pdf","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"hornocal:source:2","hornocal","/baza-znaniy/hornocal","Visit Argentina — Humahuaca","https://www.argentina.travel/actividades/humahuaca","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"humahuaca:source:1","humahuaca","/baza-znaniy/humahuaca","Visit Argentina — Humahuaca","https://www.argentina.travel/actividades/humahuaca","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"ibera:source:1","ibera","/baza-znaniy/ibera","APN — Ficha del área protegida, Parque Nacional Iberá","https://www.argentina.gob.ar/parquesnacionales/nea/parque-nacional-ibera/ficha-del-area-protegida","official","not_recorded","not_recorded","not_recorded","es","площадь, год создания, структура порталов; обновлено 28.05.2026","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"ibera:source:2","ibera","/baza-znaniy/ibera","Provincia de Corrientes — Parque Iberá","https://parqueibera.gob.ar/","official","not_recorded","not_recorded","not_recorded","es","порталы, доступ, провинциальный резерват","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"ibera:source:3","ibera","/baza-znaniy/ibera","Fundación Rewilding Argentina","https://rewildingargentina.org/","official","not_recorded","not_recorded","not_recorded","es","программа рейуайлдинга, возвращение ягуара","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"ibera-rassvet-i-tihie-portaly:source:1","ibera-rassvet-i-tihie-portaly","/baza-znaniy/ibera-rassvet-i-tihie-portaly","APN — Parque Nacional Iberá: actividades","https://www.argentina.gob.ar/parquesnacionales/nea/parque-nacional-ibera/actividades","official","not_recorded","not_recorded","not_recorded","es","сезонный ритм наблюдения, активности и различие национального и провинциального парков","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"ibera-rassvet-i-tihie-portaly:source:2","ibera-rassvet-i-tihie-portaly","/baza-znaniy/ibera-rassvet-i-tihie-portaly","APN — Parque Nacional Iberá: horarios y accesos","https://www.argentina.gob.ar/parquesnacionales/nea/parque-nacional-ibera/horarios-como-llegar","official","not_recorded","not_recorded","not_recorded","es","порталы, состояние дорог и ограничения для транспорта","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"iglesia-nuestra-senora-del-rosario-y-san-francisco:source:1","iglesia-nuestra-senora-del-rosario-y-san-francisco","/baza-znaniy/iglesia-nuestra-senora-del-rosario-y-san-francisco","Visit Argentina — Iglesia Nuestra Señora del Rosario y San Francisco","https://www.argentina.travel/actividades/iglesia-nuestra-senora-del-rosario-y-san-francisco","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"iguasu:source:1","iguasu","/baza-znaniy/iguasu","Visit Argentina — Cataratas del Iguazú","https://www.argentina.travel/actividades/cataratas-del-iguazu","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"iguasu-foto-sekrety:source:1","iguasu-foto-sekrety","/baza-znaniy/iguasu-foto-sekrety","Национальный-парк-Игуасу.md — раздел «Советы местного гида»","","aggregator","not_recorded","not_recorded","not_recorded","ru","извлечено из готового лонгрида проекта","no_or_not_recorded","review_required","Content editor","content/knowledge-base/_index/content.json"
"iguasu-ritm-bez-tolp-i-sveta:source:1","iguasu-ritm-bez-tolp-i-sveta","/baza-znaniy/iguasu-ritm-bez-tolp-i-sveta","Национальный-парк-Игуасу.md — раздел «Советы местного гида»","","aggregator","not_recorded","not_recorded","not_recorded","ru","извлечено из готового лонгрида проекта, раздел перед «Интересными фактами»","no_or_not_recorded","review_required","Content editor","content/knowledge-base/_index/content.json"
"indec-consumer-price-index","inflyatsiya-i-ekonomika","/baza-znaniy/inflyatsiya-i-ekonomika","INDEC — Índice de precios al consumidor","https://www.indec.gob.ar/indec/web/Nivel4-Tema-3-5-31","official","primary","verified","2026-07-17","es","Официальная публикация национального IPC, его месячных и годовых изменений и методологических материалов.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"bcra-authorized-foreign-exchange","inflyatsiya-i-ekonomika","/baza-znaniy/inflyatsiya-i-ekonomika","BCRA — валютные операции через уполномоченные организации","https://www.bcra.gob.ar/noticias/el-bcra-aclara-que-no-hay-ningun-cambio-normativo-para-la-compra-de-dolares-por-parte-de-las-personas-humanas/","official","primary","verified","2026-08-21","es","Подтверждает проведение валютных операций через уполномоченные банки и обменные учреждения.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"intendente-alvear:source:1","intendente-alvear","/baza-znaniy/intendente-alvear","Visit Argentina — Intendente Alvear","https://www.argentina.travel/actividades/intendente-alvear","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"interesnye-fakty:source:1","interesnye-fakty","/baza-znaniy/interesnye-fakty","Encyclopædia Britannica — Argentina (society, culture)","https://www.britannica.com/place/Argentina","aggregator","not_recorded","not_recorded","not_recorded","en","общие факты об обществе, иммиграции, культуре; отдельные «диковинки» — устойчиво воспроизводимые культурные наблюдения","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"iruya:source:1","iruya","/baza-znaniy/iruya","Visit Argentina — Iruya","https://www.argentina.travel/actividades/iruya","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"ischigualasto:source:1","ischigualasto","/baza-znaniy/ischigualasto","Parque Provincial Ischigualasto — официальный сайт","https://www.ischigualasto.gob.ar/","official","not_recorded","not_recorded","not_recorded","es","тарифы, циркуиты, режим работы, сеанс полнолуния","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"ischigualasto:source:2","ischigualasto","/baza-znaniy/ischigualasto","UNESCO — Ischigualasto / Talampaya Natural Parks","https://whc.unesco.org/en/list/966","official","not_recorded","not_recorded","not_recorded","en","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"ischigualasto:source:3","ischigualasto","/baza-znaniy/ischigualasto","San Juan Turismo — Valle de la Luna","https://www.sanjuanturismo.com.ar/valle-de-la-luna.html","official","not_recorded","not_recorded","not_recorded","es","not_recorded","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"isla-del-cerrito:source:1","isla-del-cerrito","/baza-znaniy/isla-del-cerrito","Visit Argentina — Isla del Cerrito","https://www.argentina.travel/actividades/isla-del-cerrito","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"isla-medialuna-antartida:source:1","isla-medialuna-antartida","/baza-znaniy/isla-medialuna-antartida","Visit Argentina — Isla Medialuna, Antártida","https://www.argentina.travel/actividades/isla-medialuna-antartida","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"cervantes-voseo","ispanskij-dlya-puteshestvennika","/baza-znaniy/ispanskij-dlya-puteshestvennika","Instituto Cervantes — voseo","https://cvc.cervantes.es/ensenanza/biblioteca_ele/diccio_ele/diccionario/voseo.htm","official","primary","verified","2026-07-20","es","Справочный материал о voseo в испанском языке.","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"argentina-independence-1816","istoriya-argentiny","/baza-znaniy/istoriya-argentiny","Argentina.gob.ar — Declaración de la Independencia","https://www.argentina.gob.ar/noticias/9-de-julio-de-1816-declaracion-de-la-independencia-de-la-argentina","official","primary","verified","2026-07-17","es","Подтверждает решение Congreso de Tucumán 9 июля 1816 года и разрыв политической зависимости.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-mass-immigration-1880-1930","istoriya-argentiny","/baza-znaniy/istoriya-argentiny","Museo de la Inmigración — проект национальной организации","https://www.argentina.gob.ar/interior/migraciones/museo/el-estado-y-la-inmigracion/la-inmigracion-en-el-proyecto-de-organizacion-nacional","official","primary","verified","2026-07-17","es","Описывает массовую иммиграцию 1880–1930 годов и долю иностранцев по переписи 1914 года.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-memory-day-dictatorship","istoriya-argentiny","/baza-znaniy/istoriya-argentiny","Argentina.gob.ar — Día Nacional de la Memoria","https://www.argentina.gob.ar/node/310875","official","primary","verified","2026-07-17","es","Определяет период последней диктатуры 1976–1983 годов и систематические нарушения прав человека.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"istoriya-zheleznyh-dorog:source:1","istoriya-zheleznyh-dorog","/baza-znaniy/istoriya-zheleznyh-dorog","Wikipedia (EN) — Rail transport in Argentina / Railway nationalisation / privatisation","https://en.wikipedia.org/wiki/Rail_transport_in_Argentina","aggregator","not_recorded","not_recorded","not_recorded","en","пик ~47 000 км (1957), национализация 1948 (Перон), приватизация Менема, «ramal que para»","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"ituzaingo:source:1","ituzaingo","/baza-znaniy/ituzaingo","Visit Argentina — Ituzaingó","https://www.argentina.travel/actividades/ituzaingo","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"iz-esejsy-v-ba:source:1","iz-esejsy-v-ba","/baza-znaniy/iz-esejsy-v-ba","Secrets of Buenos Aires — getting from Ezeiza to Buenos Aires","https://secretsofbuenosaires.com/how-get-from-or-go-to-the-international-airport-ezeiza-to-buenos-aires/","en_source","not_recorded","not_recorded","not_recorded","en","not_recorded","no_or_not_recorded","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"iz-esejsy-v-ba:source:2","iz-esejsy-v-ba","/baza-znaniy/iz-esejsy-v-ba","Tienda León — официальный аэропортовый шаттл","https://www.tiendaleon.com/","official","not_recorded","not_recorded","not_recorded","es","цены и расписание шаттла до Ретиро","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"jaaukanigas:source:1","jaaukanigas","/baza-znaniy/jaaukanigas","Visit Argentina — Jaaukanigás","https://www.argentina.travel/actividades/jaaukanigas","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"jachal:source:1","jachal","/baza-znaniy/jachal","Visit Argentina — Jáchal","https://www.argentina.travel/actividades/jachal","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"jaramillo:source:1","jaramillo","/baza-znaniy/jaramillo","Visit Argentina — Jaramillo","https://www.argentina.travel/actividades/jaramillo","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"juan-jose-castelli:source:1","juan-jose-castelli","/baza-znaniy/juan-jose-castelli","Visit Argentina — Juan José Castelli","https://www.argentina.travel/actividades/juan-jose-castelli","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"jujuy-en-bicicleta:source:1","jujuy-en-bicicleta","/baza-znaniy/jujuy-en-bicicleta","Visit Argentina — Jujuy en bicicleta","https://www.argentina.travel/actividades/jujuy-en-bicicleta","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"junin-de-los-andes:source:1","junin-de-los-andes","/baza-znaniy/junin-de-los-andes","Visit Argentina — Junín de los Andes","https://www.argentina.travel/actividades/junin-de-los-andes","official","not_recorded","not_recorded","not_recorded","es","INPROTUR; текст автопереведён, фото с официального CDN — атрибуция argentina.travel","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"visit-salta-cachi","kachi","/baza-znaniy/kachi","Visit Salta — Cachi","https://visit.turismosalta.gov.ar/valles-calchaquies.html/cachi/","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"argentina-cachi-btv","kachi","/baza-znaniy/kachi","Argentina.gob.ar — Cachi, Salta","https://www.argentina.gob.ar/jefatura/turismo-y-ambiente/turismo/best-tourism-villages-argentina/cachi-salta","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"argentina-cachi-heritage","kachi","/baza-znaniy/kachi","Argentina.gob.ar — Poblado de Cachi","https://www.argentina.gob.ar/node/404356","official","primary","verified","2026-07-20","es","not_recorded","yes","verified","Content editor","content/knowledge-base/_index/content.json"
"argentina-embassy-russia-tourist-entry","kak-dobratsya-iz-rossii","/baza-znaniy/kak-dobratsya-iz-rossii","МИД Аргентины — безвизовые поездки между Аргентиной и Россией","https://www.cancilleria.gob.ar/es/actualidad/comunicados/argentina-rusia-hoy-entra-en-vigencia-la-supresion-de-visas","official","primary","verified","2026-07-17","es","Официальная консульская информация о безвизовом туристическом въезде граждан России.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"bcra-april-2025-exchange-policy","kak-menyat-valyutu","/baza-znaniy/kak-menyat-valyutu","BCRA — Informe Monetario Mensual, abril de 2025","https://www.bcra.gob.ar/publicaciones/informe-monetario-mensual-abril-de-2025/","official","primary","verified","2026-07-17","es","Подтверждает переход к новому валютному режиму в апреле 2025 года и отмену лимита для физических лиц при соблюдении действующих правил.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"bcra-authorized-exchange-entities","kak-menyat-valyutu","/baza-znaniy/kak-menyat-valyutu","BCRA — обмен через уполномоченные организации","https://www.bcra.gob.ar/noticias/el-bcra-aclara-que-no-hay-ningun-cambio-normativo-para-la-compra-de-dolares-por-parte-de-las-personas-humanas/","official","primary","verified","2026-07-17","es","Подтверждает, что обменные операции проводятся через банки и уполномоченные обменные организации.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-cash-declaration-10k","kak-menyat-valyutu","/baza-znaniy/kak-menyat-valyutu","ARCA — Resolución General 5659/2025","https://www.argentina.gob.ar/normativa/nacional/resoluci%C3%B3n-5659-2025-410456/texto","official","primary","verified","2026-07-17","es","Подтверждает порог декларирования наличных и денежных инструментов от 10 000 долларов США в эквиваленте.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"bcra-foreign-card-rate-rule","kak-menyat-valyutu","/baza-znaniy/kak-menyat-valyutu","BCRA — Comunicación A 7630","https://bcra.gob.ar/Pdfs/comytexord/A7630.pdf","official","primary","verified","2026-07-17","es","Устанавливает механизм курса для покупок нерезидентов иностранными картами; фактическое применение и комиссии зависят от эмитента и платёжной системы.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"visa-russia-operations-suspension","kak-menyat-valyutu","/baza-znaniy/kak-menyat-valyutu","Visa — приостановка операций в России","https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.18871.html","provider","primary","verified","2026-07-17","en","Подтверждает, что выпущенные в России карты Visa не работают за пределами страны.","no_or_not_recorded","verified","Fact checker","content/knowledge-base/_index/content.json"
"bank-of-russia-cross-border-card-operations","kak-menyat-valyutu","/baza-znaniy/kak-menyat-valyutu","Банк России — трансграничные операции по Visa и Mastercard","https://www.cbr.ru/press/event/?id=12735","provider","primary","verified","2026-07-17","en","Подтверждает, что выпущенные российскими банками карты Mastercard не поддерживаются сетью за пределами России.","no_or_not_recorded","verified","Fact checker","content/knowledge-base/_index/content.json"
"visa-russia-suspension-prepay","kak-oplatit-tur-i-zhilyo-zaranee","/baza-znaniy/kak-oplatit-tur-i-zhilyo-zaranee","Visa — приостановка операций в России","https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.18871.html","official","primary","verified","2026-08-21","en","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"mastercard-russia-suspension-prepay","kak-oplatit-tur-i-zhilyo-zaranee","/baza-znaniy/kak-oplatit-tur-i-zhilyo-zaranee","Mastercard — приостановка операций в России (архивная копия SEC EDGAR)","https://www.sec.gov/Archives/edgar/data/1141391/000114139122000062/ma03072022-statement.htm","official","primary","verified","2026-08-21","en","Прямые страницы mastercard.com/*/en/news-and-trends/... заблокированы для автоматического запроса из этой среды (403/timeout); содержание идентично, подтверждено также investor.mastercard.com и businesswire.com.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"bcra-cbu-cvu-alias-prepay","kak-oplatit-tur-i-zhilyo-zaranee","/baza-znaniy/kak-oplatit-tur-i-zhilyo-zaranee","BCRA — CBU, CVU и alias для аргентинских счетов","https://www.bcra.gob.ar/Pdfs/BCRAyVos/Educ.%20Financiera_agosto_2023.pdf","official","primary","verified","2026-08-21","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"senasa-pet-entry","kak-perevezti-kota-ili-sobaku","/baza-znaniy/kak-perevezti-kota-ili-sobaku","SENASA — въезд в Аргентину с собаками и кошками","https://www.argentina.gob.ar/senasa/informacion-al-viajero/ingresar-o-regresar-al-pais/ingresos-con-perros-yo-gatos","official","primary","verified","2026-07-17","es","Официальные документы, сроки вакцинации, осмотра, обработки и действия CVI.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"visa-russia-suspension","kak-platit-esli-karta-rf-ne-rabotaet","/baza-znaniy/kak-platit-esli-karta-rf-ne-rabotaet","Visa — приостановка операций в России","https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.18871.html","official","primary","verified","2026-08-21","en","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"mastercard-russia-suspension","kak-platit-esli-karta-rf-ne-rabotaet","/baza-znaniy/kak-platit-esli-karta-rf-ne-rabotaet","Mastercard — приостановка операций в России (архивная копия SEC EDGAR)","https://www.sec.gov/Archives/edgar/data/1141391/000114139122000062/ma03072022-statement.htm","official","primary","verified","2026-08-21","en","Прямые страницы mastercard.com/*/en/news-and-trends/... заблокированы для автоматического запроса из этой среды (403/timeout); содержание идентично, подтверждено также investor.mastercard.com и businesswire.com.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"bcra-authorized-fx-channels","kak-platit-esli-karta-rf-ne-rabotaet","/baza-znaniy/kak-platit-esli-karta-rf-ne-rabotaet","BCRA — валютные операции через уполномоченные организации","https://www.bcra.gob.ar/noticias/el-bcra-aclara-que-no-hay-ningun-cambio-normativo-para-la-compra-de-dolares-por-parte-de-las-personas-humanas/","official","primary","verified","2026-08-21","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"western-union-argentina-quote","kak-platit-esli-karta-rf-ne-rabotaet","/baza-znaniy/kak-platit-esli-karta-rf-ne-rabotaet","Western Union — расчёт перевода в Аргентину","https://www.westernunion.com/us/en/send-money-to-argentina.html","official","primary","verified","2026-08-21","en","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-dnu-366-2025-citizenship","kak-poluchit-grazhdanstvo-za-2-goda","/baza-znaniy/kak-poluchit-grazhdanstvo-za-2-goda","Decreto DNU 366/2025 — изменения закона о гражданстве","https://www.argentina.gob.ar/normativa/nacional/decreto-366-2025-413297/texto","official","primary","verified","2026-08-21","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"dnm-citizenship-self-service","kak-poluchit-grazhdanstvo-za-2-goda","/baza-znaniy/kak-poluchit-grazhdanstvo-za-2-goda","Migraciones — Ciudadanía por naturalización, RaDEX","https://www.argentina.gob.ar/migraciones/ciudadania-autogestion","official","primary","verified","2026-08-21","es","not_recorded","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"ansv-foreign-driving-licences","kak-poluchit-prava-v-argentine","/baza-znaniy/kak-poluchit-prava-v-argentine","ANSV — иностранные и международные водительские удостоверения","https://www.argentina.gob.ar/node/377747","official","primary","verified","2026-07-17","es","Определяет условия признания иностранных лицензий и предельный период их использования по международным конвенциям.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"ansv-driving-licence-agreements","kak-poluchit-prava-v-argentine","/baza-znaniy/kak-poluchit-prava-v-argentine","ANSV — международные соглашения о признании и обмене водительских удостоверений","https://www.argentina.gob.ar/seguridadvial/licencianacional/consulta-sobre-los-acuerdos-internacionales-de-licencias-de-conducir","official","primary","verified","2026-07-17","es","Официальный перечень соглашений с Боливией, Чили, Колумбией, Испанией и Италией.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"ansv-national-licence-procedure-manual","kak-poluchit-prava-v-argentine","/baza-znaniy/kak-poluchit-prava-v-argentine","ANSV — Sistema Nacional de Licencia de Conducir","https://www.argentina.gob.ar/normativa/192523_disp54_pdf/archivo","official","primary","verified","2026-07-17","es","Действующая национальная процедура для иностранцев и резидентов, включая certificado de legalidad и перевод.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"caba-driving-licence-grant","kak-poluchit-prava-v-argentine","/baza-znaniy/kak-poluchit-prava-v-argentine","Buenos Aires Ciudad — получение водительской лицензии","https://buenosaires.gob.ar/tramites/otorgamiento-de-licencia-de-conducir","official","primary","verified","2026-07-17","es","Актуальная городская процедура и документы для первоначальной выдачи.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"caba-foreign-applicants","kak-poluchit-prava-v-argentine","/baza-znaniy/kak-poluchit-prava-v-argentine","Buenos Aires Ciudad — документы иностранных заявителей","https://buenosaires.gob.ar/gcaba_historico/tramites/otorgamiento-de-licencia-de-conducir/casosespeciales/extranjeros","official","primary","verified","2026-07-17","es","Документы по миграционному статусу и адресу для иностранцев с местом жительства в CABA.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"argentina-rental-rules","kak-snyat-kvartiru-bez-garanta","/baza-znaniy/kak-snyat-kvartiru-bez-garanta","Ministerio de Justicia — аренда простым языком","https://www.argentina.gob.ar/justicia/derechofacil/leysimple/alquileres","official","primary","verified","2026-07-17","es","Подтверждает письменную форму договора и свободу согласования суммы, валюты и возврата депозита.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"ssn-rental-surety-376-2020","kak-snyat-kvartiru-bez-garanta","/baza-znaniy/kak-snyat-kvartiru-bez-garanta","Superintendencia de Seguros — seguro de caución для аренды","https://www.argentina.gob.ar/normativa/nacional/resolucion-376-2020-343387/texto","official","primary","verified","2026-07-17","es","Официальные общие условия страхования гарантии аренды; такая страховка не является обязательной для сторон.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"migraciones-worker-residence-documents","kakie-dokumenty-vezti-s-soboj","/baza-znaniy/kakie-dokumenty-vezti-s-soboj","Migraciones — документы для временной рабочей резиденции","https://www.argentina.gob.ar/servicio/obtener-una-residencia-temporaria-como-trabajador-migrante","official","primary","verified","2026-07-17","es","Официальный пример общего пакета и специальных документов по основанию резиденции.","yes","verified","Fact checker","content/knowledge-base/_index/content.json"
"kakie-privivki-nuzhny-dlya-argentiny:source:1","kakie-privivki-nuzhny-dlya-argentiny","/baza-znaniy/kakie-privivki-nuzhny-dlya-argentiny","Ministerio de Salud (Argentina) — Fiebre amarilla: вакцина и зоны риска","https://www.argentina.gob.ar/salud/fiebreamarilla","official","not_recorded","not_recorded","not_recorded","es","проверено 2026-07-01: официальный тест «нужна ли вам вакцина», рекомендация консультации за 30 дней до поездки, страница обновлялась в конце 2024 - 2025","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
"kakie-privivki-nuzhny-dlya-argentiny:source:2","kakie-privivki-nuzhny-dlya-argentiny","/baza-znaniy/kakie-privivki-nuzhny-dlya-argentiny","Ministerio de Salud — зоны риска жёлтой лихорадки","https://www.argentina.gob.ar/salud/fiebreamarilla/zonas-de-riesgo","official","not_recorded","not_recorded","not_recorded","es","перечень зон с риском передачи, включая север Аргентины","yes","recorded_article_level","Content editor","content/knowledge-base/_index/content.json"
