route_pattern,page_file,render_mode,primary_components,data_and_domain_dependencies,access_boundary,metadata_evidence,e2e_declaration,risk_or_unverified_area
/organizer/bookings/[id],src/app/organizer/bookings/[id]/page.tsx,server page,./OrganizerBookingDetailPageClient,no imported data/domain dependency,authenticated_organizer,static metadata,no resolved E2E route,dynamic fixture/data not exhaustively enumerated; authenticated success state absent from generic guest crawl; not resolved by UX route manifest
/organizer/bookings,src/app/organizer/bookings/page.tsx,server page,./OrganizerBookingsPageClient,no imported data/domain dependency,authenticated_organizer,static metadata,declared ux-audit:/organizer/bookings,authenticated success state absent from generic guest crawl
/organizer/finance,src/app/organizer/finance/page.tsx,server page,./OrganizerFinancePageClient,no imported data/domain dependency,authenticated_organizer,not declared in page file,declared ux-audit:/organizer/finance,authenticated success state absent from generic guest crawl
/organizer/group-trips,src/app/organizer/group-trips/page.tsx,server page,./OrganizerGroupTripsPageClient,no imported data/domain dependency,authenticated_organizer,static metadata,declared ux-audit:/organizer/group-trips,authenticated success state absent from generic guest crawl
/organizer/integrations,src/app/organizer/integrations/page.tsx,server page,./OrganizerIntegrationsPageClient,no imported data/domain dependency,authenticated_organizer,static metadata,declared ux-audit:/organizer/integrations,authenticated success state absent from generic guest crawl
/organizer/messages,src/app/organizer/messages/page.tsx,client page,@/components/organizer/OrganizerShell|@/components/messages/MessagesInboxView,no imported data/domain dependency,authenticated_organizer,not declared in page file,declared ux-audit:/organizer/messages,authenticated success state absent from generic guest crawl
/organizer,src/app/organizer/page.tsx,server page,./OrganizerDashboardPageClient,no imported data/domain dependency,authenticated_organizer,static metadata,declared ux-audit:/organizer;direct refs:stage2-visual-acceptance.spec.ts,authenticated success state absent from generic guest crawl
/organizer/payments,src/app/organizer/payments/page.tsx,server page,./OrganizerPaymentsPageClient,no imported data/domain dependency,authenticated_organizer,static metadata,declared ux-audit:/organizer/payments,authenticated success state absent from generic guest crawl
/organizer/reviews,src/app/organizer/reviews/page.tsx,server page,./OrganizerReviewsPageClient,no imported data/domain dependency,authenticated_organizer,static metadata,declared ux-audit:/organizer/reviews,authenticated success state absent from generic guest crawl
/organizer/settings,src/app/organizer/settings/page.tsx,server page,./OrganizerSettingsPageClient,no imported data/domain dependency,authenticated_organizer,static metadata,declared ux-audit:/organizer/settings,authenticated success state absent from generic guest crawl
/organizer/tours/[id]/edit,src/app/organizer/tours/[id]/edit/page.tsx,server page,./OrganizerTourEditorPageClient,@/data/organizer-tours,authenticated_organizer,static metadata,no resolved E2E route,dynamic fixture/data not exhaustively enumerated; authenticated success state absent from generic guest crawl; not resolved by UX route manifest
/organizer/tours/[id]/preview,src/app/organizer/tours/[id]/preview/page.tsx,server page,./OrganizerTourPreviewPageClient,@/data/organizer-tours,authenticated_organizer_preview,static metadata,no resolved E2E route,dynamic fixture/data not exhaustively enumerated; authenticated success state absent from generic guest crawl; not resolved by UX route manifest
/organizer/tours,src/app/organizer/tours/page.tsx,server page,./OrganizerToursPageClient,no imported data/domain dependency,authenticated_organizer,static metadata,declared ux-audit:/organizer/tours,authenticated success state absent from generic guest crawl
/organizer/waitlist/[id],src/app/organizer/waitlist/[id]/page.tsx,server page with async data,./OrganizerWaitlistDetailPageClient,no imported data/domain dependency,authenticated_organizer,not declared in page file,no resolved E2E route,dynamic fixture/data not exhaustively enumerated; authenticated success state absent from generic guest crawl; not resolved by UX route manifest
/organizers/[slug],src/app/organizers/[slug]/page.tsx,server page with async data,@/components/organizer-public/OrganizerPublicView,@/data/marketplace-tours-server|@/lib/organizer-public|@/data/public-organizers,authenticated_due_prefix_match_conflict,generateMetadata,declared ux-audit:/organizers/ivan-evdokimychev,dynamic fixture/data not exhaustively enumerated; page and sitemap intend public access but middleware and E2E categorizer match /organizer prefix and treat /organizers as protected
/,src/app/page.tsx,server page with async data,@/components/marketplace/MarketplaceHome|@/components/marketplace/HomeHeroCollage|@/components/flights/TravelPrepStrip|@/components/seo/HomePrimarySectionsItemListJsonLd|@/components/seo/WebPageJsonLd,@/data/marketplace-tours-server|@/data/blog|@/lib/homepage-reviews|@/lib/i18n/hreflang|@/lib/organizer-public|@/lib/page-metadata|@/lib/feature-flags/server|@/lib/personalization/interaction-context-server|@/lib/personalization/recommendations-server|@/lib/tripster/excursion-server|@/lib/media-resolver,public,static metadata,declared ux-audit:/;direct refs:auth-flow.spec.ts|smoke.spec.ts|ssr-i18n-chrome.spec.ts|stage2-visual-acceptance.spec.ts|ux-audit.spec.ts|visual-smoke.spec.ts,no source-level exception recorded
/places/[slug],src/app/places/[slug]/page.tsx,server page with async data,@/components/i18n/TranslationPreparingBanner|@/components/places/PlaceDetailView|@/components/social-feed/SocialFeed|@/components/seo/BreadcrumbListJsonLd|@/components/seo/FAQPageJsonLd|@/components/seo/PlaceJsonLd,@/lib/detail-breadcrumbs|@/lib/knowledge-internal-links|@/data/marketplace-tours-server|@/lib/places-urls|@/lib/cms/place-resolver|@/lib/cms/cms-hreflang|@/lib/cms/content-resolver|@/lib/i18n/server-locale|@/lib/places-seo,public,generateMetadata,declared ux-audit:/places/iguazu-falls;direct refs:smoke.spec.ts,dynamic fixture/data not exhaustively enumerated
/places,src/app/places/page.tsx,server page with async data,@/components/places/PlacesCatalog|@/components/seo/BreadcrumbListJsonLd|@/components/seo/CatalogItemListJsonLd|@/components/seo/PlacesCatalogSeoLinks|@/components/seo/WebPageJsonLd,@/lib/places-repository|@/lib/cms/place-resolver|@/lib/catalog-json-ld|@/lib/i18n/server-locale|@/lib/locale-breadcrumbs|@/lib/places-catalog-seo|@/lib/places-catalog-filters,public,generateMetadata,declared ux-audit:/places;direct refs:smoke.spec.ts|ssr-i18n-chrome.spec.ts,no source-level exception recorded
/podbor,src/app/podbor/page.tsx,server page with async data,inline/local rendering,@/data/marketplace-tours-server,public,static metadata,declared ux-audit:/podbor,rendering inline or local
/profile/bookings/[id],src/app/profile/bookings/[id]/page.tsx,client page,@/components/booking/BookingTouristDetailView,no imported data/domain dependency,authenticated_tourist,not declared in page file,no resolved E2E route,dynamic fixture/data not exhaustively enumerated; authenticated success state absent from generic guest crawl; not resolved by UX route manifest
/profile/bookings,src/app/profile/bookings/page.tsx,client page,@/components/booking/BookingStatusBadge|@/components/ui/empty-state|@/components/FormattedPrice|@/components/profile/BookingReviewCta|@/components/profile/BookingListSkeleton|@/components/profile/ProfileWaitlistSection|@/components/feedback/InlineFeedback,@/lib/bookings-store|@/lib/bookings-api|@/lib/messages-store|@/lib/booking-datetime|@/lib/booking-display|@/lib/cn|@/lib/youtravel/booking-status|@/lib/cabinet-ui,authenticated_tourist,not declared in page file,declared ux-audit:/profile/bookings,authenticated success state absent from generic guest crawl
/profile/favorites,src/app/profile/favorites/page.tsx,client page,@/components/profile/FavoriteButton|@/components/profile/ProfileSavedArticlesPanel|@/components/excursions/ExcursionFavoriteButton|@/components/places/PlaceFavoriteButton|@/components/FormattedPrice,@/lib/favorites-store|@/lib/favorite-href|@/lib/favorite-button-styles|@/lib/cn|@/lib/cabinet-ui,authenticated_tourist,not declared in page file,declared ux-audit:/profile/favorites,authenticated success state absent from generic guest crawl
/profile/group-trips,src/app/profile/group-trips/page.tsx,server page,@/components/group-trips/ProfileGroupTripsView,no imported data/domain dependency,authenticated_tourist,static metadata,declared ux-audit:/profile/group-trips,authenticated success state absent from generic guest crawl
/profile/messages,src/app/profile/messages/page.tsx,client page,@/components/messages/MessagesInboxView,no imported data/domain dependency,authenticated_tourist,not declared in page file,declared ux-audit:/profile/messages,authenticated success state absent from generic guest crawl
/profile/orders,src/app/profile/orders/page.tsx,client page,@/components/shop/ShopOrderStatusBadge|@/components/FormattedPrice|@/components/ui/empty-state,@/lib/booking-datetime|@/lib/shop-order-api|@/lib/cabinet-ui,authenticated_tourist,not declared in page file,declared ux-audit:/profile/orders,authenticated success state absent from generic guest crawl
/profile,src/app/profile/page.tsx,client page,@/components/FormattedPrice|@/components/profile/BookingReviewCta|@/components/profile/ProfileNotifications|@/components/profile/ProfileDashboardWidgets|@/components/profile/ProfileQuickActions|@/components/personalization/PersonalizedRecommendationsSection|@/components/ui/empty-state|@/components/booking/BookingStatusBadge|@/components/profile/ProfileNextBestAction,@/lib/tourist-dashboard|@/lib/booking-display|@/lib/messages-store|@/lib/cn|@/lib/cabinet-ui|@/lib/blog-reading-history-sync,authenticated_tourist,not declared in page file,declared ux-audit:/profile;direct refs:stage2-visual-acceptance.spec.ts,authenticated success state absent from generic guest crawl
/profile/reviews,src/app/profile/reviews/page.tsx,client page,@/components/ui/safe-image|@/components/ui/empty-state,@/lib/reviews-store|@/data/tourist-dashboard|@/lib/utils|@/lib/review-listing-link|@/lib/auth-mode|@/lib/cn|@/lib/cabinet-ui,authenticated_tourist,not declared in page file,declared ux-audit:/profile/reviews,authenticated success state absent from generic guest crawl
/profile/settings,src/app/profile/settings/page.tsx,client page,@/components/ui/button|@/components/ui/input|@/components/ui/single-date-picker|@/components/auth/UserAvatar|@/components/feedback/InlineFeedback|@/components/notifications/NotificationPreferencesSection|@/components/settings/PrivacySettingsSection|@/components/settings/ProfilePasswordSection|@/components/settings/PushNotificationsSection|@/components/settings/ThemeSettingsSection,@/lib/auth-input|@/lib/participant-age|@/data/profile-countries|@/lib/cn|@/lib/cabinet-ui|@/lib/site-feedback/normalize-error,authenticated_tourist,not declared in page file,declared ux-audit:/profile/settings,authenticated success state absent from generic guest crawl
/profile/trip-prep,src/app/profile/trip-prep/page.tsx,client page,@/components/trip-prep/TripPrepHub|@/components/trip-prep/TripPrepBookingPicker,no imported data/domain dependency,authenticated_tourist,not declared in page file,declared ux-audit:/profile/trip-prep,authenticated success state absent from generic guest crawl
/services,src/app/services/page.tsx,server page with async data,@/components/flights/FlightPriceTeaserGrid|@/components/services/ServicesPageView|@/components/seo/WebPageJsonLd,@/lib/page-metadata,public,static metadata,declared ux-audit:/services,no source-level exception recorded
/shop/[slug],src/app/shop/[slug]/page.tsx,server page with async data,@/components/shop/ShopProductDetailView|@/components/seo/WebPageJsonLd,@/data/shop-products|@/lib/page-metadata,public,generateMetadata,declared ux-audit:/shop/patagonia-pdf-guide,dynamic fixture/data not exhaustively enumerated
/shop,src/app/shop/page.tsx,server page,@/components/shop/ShopPageView|@/components/seo/WebPageJsonLd,@/lib/page-metadata,public,static metadata,declared ux-audit:/shop,no source-level exception recorded
/tours/[slug],src/app/tours/[slug]/page.tsx,dynamic server page,@/components/tour-detail/TourDetailView|@/components/seo/BreadcrumbListJsonLd|@/components/seo/TourJsonLd|@/components/seo/FlightOffersJsonLd|@/components/flights/TourFlightLogisticsSection,@/lib/detail-breadcrumbs|@/lib/i18n/server-locale|@/lib/tours-server|@/lib/places-repository|@/lib/tours-server-cutover|@/lib/flights/destination-airports|@/lib/flights/hub-price-teasers|@/lib/flights/teaser-labels|@/lib/site-url|@/lib/tour-metadata|@/lib/tour-private-access,public,generateMetadata,declared ux-audit:/tours/patagonia-glaciers;direct refs:stage2-visual-acceptance.spec.ts|tripster-partner-invariants.spec.ts|ux-audit.spec.ts|visual-smoke.spec.ts|youtravel-booking.spec.ts|youtravel-partner-invariants.spec.ts,dynamic fixture/data not exhaustively enumerated
/tours,src/app/tours/page.tsx,dynamic server page,@/components/marketplace/ToursCatalog|@/components/seo/BreadcrumbListJsonLd|@/components/seo/CatalogItemListJsonLd|@/components/seo/CatalogSeoLinks|@/components/ui/skeleton,@/data/marketplace-tours-server|@/lib/catalog-json-ld|@/lib/catalog-seo|@/lib/i18n/server-locale|@/lib/locale-breadcrumbs|@/lib/organizer-public,public,generateMetadata,declared ux-audit:/tours;direct refs:smoke.spec.ts|ssr-i18n-chrome.spec.ts|stage2-visual-acceptance.spec.ts|tripster-partner-invariants.spec.ts|ux-audit.spec.ts|visual-smoke.spec.ts|youtravel-booking.spec.ts|youtravel-partner-invariants.spec.ts,no source-level exception recorded
/transfers,src/app/transfers/page.tsx,server page,@/components/transfers/TransfersSearchView|@/components/seo/WebPageJsonLd,@/lib/page-metadata,public,static metadata,declared ux-audit:/transfers,no source-level exception recorded
/trip-prep,src/app/trip-prep/page.tsx,server page,inline/local rendering,@/data/trip-prep-defaults,public,static metadata,declared ux-audit:/trip-prep,rendering inline or local
/trip/[token],src/app/trip/[token]/page.tsx,server page with async data,@/components/trip/TripClientPortalView,no imported data/domain dependency,public_token,static metadata,no resolved E2E route,dynamic fixture/data not exhaustively enumerated; not resolved by UX route manifest
/yandex-verification,src/app/yandex-verification/page.tsx,server page with async data,inline/local rendering,@/lib/site-settings-server|@/lib/site-url|@/lib/yandex-distribution-verify,public_utility,generateMetadata,declared ux-audit:/yandex-verification,rendering inline or local
