id,route_pattern,kind,methods,access,indexing,locale_behavior,source_file,implementation_status,automated_test_evidence,notes
API-006,/api/admin/audit,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/audit/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-007,/api/admin/bookings/[id],API,GET|PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/bookings/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-008,/api/admin/bookings/export,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/bookings/export/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-009,/api/admin/bookings,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/bookings/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-010,/api/admin/cms/cutover-enable,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/cms/cutover-enable/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-011,/api/admin/cms/cutover-status,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/cms/cutover-status/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-012,/api/admin/content-freshness,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/content-freshness/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-013,/api/admin/content/documents/[id]/publish,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/documents/[id]/publish/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-014,/api/admin/content/documents/[id]/revisions/[revisionId]/restore,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/documents/[id]/revisions/[revisionId]/restore/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-015,/api/admin/content/documents/[id]/revisions/[revisionId],API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/documents/[id]/revisions/[revisionId]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-016,/api/admin/content/documents/[id]/revisions,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/documents/[id]/revisions/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-017,/api/admin/content/documents/[id],API,GET|PATCH|DELETE,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/documents/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-018,/api/admin/content/documents/[id]/schedule,API,POST|DELETE,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/documents/[id]/schedule/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-019,/api/admin/content/documents/bulk-import,API,GET|POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/documents/bulk-import/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-020,/api/admin/content/documents,API,GET|POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/documents/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-021,/api/admin/content/map,API,GET|PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/map/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-022,/api/admin/content,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-023,/api/admin/content/translations,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/content/translations/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-024,/api/admin/dashboard,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/dashboard/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-025,/api/admin/excursions,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/excursions/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-026,/api/admin/experts/[id],API,PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/experts/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-027,/api/admin/experts,API,GET|PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/experts/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-028,/api/admin/feature-flags,API,GET|POST|PATCH|DELETE,admin,not_applicable,unprefixed API expected,src/app/api/admin/feature-flags/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-029,/api/admin/health,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/health/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-030,/api/admin/leads/export,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/leads/export/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-031,/api/admin/leads,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/leads/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-032,/api/admin/media/[id],API,PATCH|DELETE,admin,not_applicable,unprefixed API expected,src/app/api/admin/media/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-033,/api/admin/media,API,GET|POST|PUT,admin,not_applicable,unprefixed API expected,src/app/api/admin/media/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-034,/api/admin/moderation/[id],API,PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/moderation/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-035,/api/admin/moderation,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/moderation/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-036,/api/admin/notifications/[id]/read,API,PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/notifications/[id]/read/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-037,/api/admin/notifications/digest,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/notifications/digest/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-038,/api/admin/notifications/mark-all-read,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/notifications/mark-all-read/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-039,/api/admin/notifications,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/notifications/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-040,/api/admin/operations/summary,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/operations/summary/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-041,/api/admin/organizer-applications/[id],API,PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/organizer-applications/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-042,/api/admin/organizer-applications,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/organizer-applications/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-043,/api/admin/payments/payouts/[id]/export,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/payments/payouts/[id]/export/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-044,/api/admin/payments/payouts,API,GET|POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/payments/payouts/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-045,/api/admin/payments/reconciliation,API,GET|POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/payments/reconciliation/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-046,/api/admin/payments/refund,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/payments/refund/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-047,/api/admin/payments/refunds/[id]/approve,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/payments/refunds/[id]/approve/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-048,/api/admin/payments/refunds/[id]/reject,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/payments/refunds/[id]/reject/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-049,/api/admin/payments,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/payments/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-050,/api/admin/payments/transactions/[id],API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/payments/transactions/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-051,/api/admin/payments/transactions,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/payments/transactions/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-052,/api/admin/privacy-requests,API,GET|PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/privacy-requests/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-053,/api/admin/redirects/[id],API,PATCH|DELETE,admin,not_applicable,unprefixed API expected,src/app/api/admin/redirects/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-054,/api/admin/redirects,API,GET|POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/redirects/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-055,/api/admin/search/reindex,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/search/reindex/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-056,/api/admin/session,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/session/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-057,/api/admin/settings,API,GET|PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/settings/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-058,/api/admin/shop/orders/[id],API,GET|PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/shop/orders/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-059,/api/admin/shop/orders/export,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/shop/orders/export/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-060,/api/admin/shop/orders,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/shop/orders/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-061,/api/admin/social-feed,API,GET|PUT,admin,not_applicable,unprefixed API expected,src/app/api/admin/social-feed/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-062,/api/admin/staff/[userId],API,PATCH|DELETE,admin,not_applicable,unprefixed API expected,src/app/api/admin/staff/[userId]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-063,/api/admin/staff,API,GET|POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/staff/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-064,/api/admin/summary,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/summary/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-065,/api/admin/tours,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/tours/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-066,/api/admin/tours/seed,API,POST,admin,not_applicable,unprefixed API expected,src/app/api/admin/tours/seed/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-067,/api/admin/trip-prep/templates,API,GET|PUT|DELETE,admin,not_applicable,unprefixed API expected,src/app/api/admin/trip-prep/templates/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-068,/api/admin/users/[id],API,PATCH,admin,not_applicable,unprefixed API expected,src/app/api/admin/users/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-069,/api/admin/users,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/users/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-070,/api/admin/youtravel/affise,API,GET,admin,not_applicable,unprefixed API expected,src/app/api/admin/youtravel/affise/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-071,/api/affiliate/audio-guides/book,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/affiliate/audio-guides/book/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-072,/api/affiliate/esim/book,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/affiliate/esim/book/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-073,/api/affiliate/flights/book,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/affiliate/flights/book/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-074,/api/affiliate/go/[slug],API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/affiliate/go/[slug]/route.ts,implemented_handler,direct/prefix refs:tripster-partner-invariants.spec.ts|youtravel-booking.spec.ts|youtravel-partner-invariants.spec.ts,authorization inferred from namespace; exact policy remains handler-specific
API-075,/api/affiliate/transfers/book,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/affiliate/transfers/book/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-076,/api/affiliate/transfers/search,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/affiliate/transfers/search/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-077,/api/ai/tour-match,API,POST|GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/ai/tour-match/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-078,/api/assistant/ask,API,POST|GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/assistant/ask/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-079,/api/audio-guides/products/[id],API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/audio-guides/products/[id]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-080,/api/audio-guides/products,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/audio-guides/products/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-081,/api/audio-guides/search,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/audio-guides/search/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-082,/api/auth/ensure-profile,API,POST,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/ensure-profile/route.ts,implemented_handler,no direct E2E reference,withRateLimit-wrapped handler
API-083,/api/auth/experience,API,GET,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/experience/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-084,/api/auth/login-by-phone,API,POST,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/login-by-phone/route.ts,implemented_handler,no direct E2E reference,withRateLimit-wrapped handler
API-085,/api/auth/login-email,API,POST,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/login-email/route.ts,implemented_handler,no direct E2E reference,withRateLimit-wrapped handler
API-086,/api/auth/lookup-email,API,POST,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/lookup-email/route.ts,implemented_handler,direct/prefix refs:auth-flow.spec.ts,withRateLimit-wrapped handler
API-087,/api/auth/lookup-phone,API,POST,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/lookup-phone/route.ts,implemented_handler,no direct E2E reference,withRateLimit-wrapped handler
API-088,/api/auth/register,API,POST,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/register/route.ts,implemented_handler,no direct E2E reference,withRateLimit-wrapped handler
API-089,/api/auth/request-password-reset,API,POST,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/request-password-reset/route.ts,implemented_handler,direct/prefix refs:auth-flow.spec.ts,authorization inferred from namespace; exact policy remains handler-specific
API-090,/api/auth/update-password,API,POST,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/update-password/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-091,/api/auth/workspace,API,POST,public_auth_rate_limited,not_applicable,unprefixed API expected,src/app/api/auth/workspace/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-092,/api/blog/comments/report,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/blog/comments/report/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-093,/api/blog/comments,API,GET|POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/blog/comments/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-094,/api/blog/reading-history,API,GET|POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/blog/reading-history/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-095,/api/blog/recommendations,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/blog/recommendations/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-096,/api/bookings/[id]/payment/preference,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/[id]/payment/preference/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-097,/api/bookings/[id]/payment/receipt,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/[id]/payment/receipt/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-098,/api/bookings/[id]/payment/refund,API,GET|POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/[id]/payment/refund/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-099,/api/bookings/[id]/payment/sandbox,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/[id]/payment/sandbox/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-100,/api/bookings/[id]/payment/stripe/session,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/[id]/payment/stripe/session/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-101,/api/bookings/[id],API,GET|PATCH,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/[id]/route.ts,implemented_handler,direct/prefix refs:booking-lookup-security.spec.ts,authorization inferred from namespace; exact policy remains handler-specific
API-102,/api/bookings/attach-guest,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/attach-guest/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-103,/api/bookings/lookup/results,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/lookup/results/route.ts,implemented_handler,direct/prefix refs:booking-lookup-security.spec.ts,authorization inferred from namespace; exact policy remains handler-specific
API-104,/api/bookings/lookup,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/lookup/route.ts,implemented_handler,direct/prefix refs:booking-lookup-security.spec.ts,authorization inferred from namespace; exact policy remains handler-specific
API-105,/api/bookings/lookup/verify,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/lookup/verify/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-106,/api/bookings/notify,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/notify/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-107,/api/bookings/payment-link/[token],API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/payment-link/[token]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-108,/api/bookings,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/bookings/route.ts,implemented_handler,direct/prefix refs:booking-lookup-security.spec.ts,authorization inferred from namespace; exact policy remains handler-specific
API-109,/api/cms/blog/link-suggestions,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/cms/blog/link-suggestions/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-110,/api/contact,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/contact/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-111,/api/conversations/[threadId]/messages,API,GET|POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/conversations/[threadId]/messages/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-112,/api/conversations/[threadId]/read,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/conversations/[threadId]/read/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-113,/api/conversations/[threadId]/typing,API,GET|POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/conversations/[threadId]/typing/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-114,/api/conversations/by-booking/[bookingId],API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/conversations/by-booking/[bookingId]/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-115,/api/conversations/inbox,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/conversations/inbox/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-116,/api/cron/affiliate-sync,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/affiliate-sync/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-117,/api/cron/bookings/expire-unpaid,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/bookings/expire-unpaid/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-118,/api/cron/cms/publish-scheduled,API,GET|POST,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/cms/publish-scheduled/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-119,/api/cron/content-freshness,API,GET|POST,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/content-freshness/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-120,/api/cron/messaging/booking-reminder-24h,API,POST|GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/messaging/booking-reminder-24h/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-121,/api/cron/messaging/cleanup-typing,API,POST|GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/messaging/cleanup-typing/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-122,/api/cron/notifications/digest,API,POST|GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/notifications/digest/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-123,/api/cron/ops/backup-hint,API,POST|GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/ops/backup-hint/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-124,/api/cron/ops/health-report,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/ops/health-report/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-125,/api/cron/platform-maintenance,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/platform-maintenance/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-126,/api/cron/privacy/process,API,GET|POST,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/privacy/process/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-127,/api/cron/search/reindex,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/search/reindex/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-128,/api/cron/sputnik8-sync,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/sputnik8-sync/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-129,/api/cron/trip-prep/reminders,API,GET|POST,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/trip-prep/reminders/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-130,/api/cron/tripster-sync,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/tripster-sync/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-131,/api/cron/youtravel-affise-snapshot,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/youtravel-affise-snapshot/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-132,/api/cron/youtravel-booking-status,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/youtravel-booking-status/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-133,/api/cron/youtravel-sync,API,GET,cron_secret,not_applicable,unprefixed API expected,src/app/api/cron/youtravel-sync/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-134,/api/esim/offers,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/esim/offers/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-135,/api/exchange-rates,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/exchange-rates/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-136,/api/excursions/[slug]/book,API,POST,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/excursions/[slug]/book/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
API-137,/api/excursions/[slug]/booking-conditions,API,GET,route_specific_review_required,not_applicable,unprefixed API expected,src/app/api/excursions/[slug]/booking-conditions/route.ts,implemented_handler,no direct E2E reference,authorization inferred from namespace; exact policy remains handler-specific
