"id","path","title","topic","risk_level","jurisdiction","locale","publication_status","site_ready","confidence","last_verified","review_due_at","source_count","official_source_count","primary_source_url","source_authority","reviewer","translation_status","review_status","release_status","finding","evidence_checked_at"
"nablyudenie-pro-dengi-i-banki","content/knowledge-base/lichnyy-opyt/nablyudenie-pro-dengi-i-banki.md","Личное наблюдение Ивана о деньгах и банках в Аргентине","finance","high","Argentina","ru","backlog","false","medium","","","0","0","","","","ru_source_only","review_overdue","blocked","No source in record; Review date has passed or cannot be established; Not marked site_ready; Content status is backlog; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"nalogi-i-monotributo","content/knowledge-base/dengi/nalogi-i-monotributo.md","Налоги и монотрибуто в Аргентине для релоканта","finance","high","Argentina","ru","published","true","medium","2026-07-03","2026-08-17","3","3","https://www.afip.gob.ar/monotributo/categorias.asp","ARCA (ex-AFIP) — Monotributo: категории и значения","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"nuzhna-li-strahovka-dlya-vezda","content/knowledge-base/faq/nuzhna-li-strahovka-dlya-vezda.md","Нужна ли медицинская страховка для поездки в Аргентину?","health","high","Argentina","ru","published","false","medium","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"nuzhna-li-viza-cifrovomu-kochevniku","content/knowledge-base/faq/nuzhna-li-viza-cifrovomu-kochevniku.md","Нужна ли отдельная виза цифровому кочевнику в Аргентине, если можно въехать по безвизу на 90 дней?","health","high","Argentina","ru","published","false","medium","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"nuzhno-li-otkazyvatsya-ot-grazhdanstva","content/knowledge-base/faq/nuzhno-li-otkazyvatsya-ot-grazhdanstva.md","Нужно ли отказываться от российского гражданства при получении аргентинского?","immigration","high","Argentina","ru","published","false","high","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"oshibka-s-dokumentami","content/knowledge-base/lichnyy-opyt/oshibka-s-dokumentami.md","Как я выбрал судебный путь к гражданству — и почему отказался от него","immigration","high","Argentina","ru","published","false","high","2026-07-04","2026-08-18","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"oshibka-s-zhilyom","content/knowledge-base/lichnyy-opyt/oshibka-s-zhilyom.md","Как я переплатил за первую квартиру в Буэнос-Айресе","finance","high","Argentina","ru","published","false","high","2026-07-04","2026-08-18","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"otkrytie-biznesa","content/knowledge-base/dengi/otkrytie-biznesa.md","Открытие бизнеса и самозанятость в Аргентине","finance","high","Argentina","ru","published","true","medium","2026-07-04","2026-08-18","3","1","https://www.afip.gob.ar/","ARCA (ex-AFIP) — CUIT и режимы налогообложения","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"parque-nacional-rio-pilcomayo","content/knowledge-base/natsionalnye-parki/parque-nacional-rio-pilcomayo.md","Национальный парк Рио-Пилькомайо","finance","high","Argentina","ru","published","true","high","2026-07-07","2026-08-21","1","1","https://www.argentina.travel/actividades/parque-nacional-rio-pilcomayo","Visit Argentina — Parque Nacional Río Pilcomayo","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"pereezd-s-minimalnym-byudzhetom","content/knowledge-base/pereezd/pereezd-s-minimalnym-byudzhetom.md","Переезд в Аргентину с минимальным бюджетом ($6-8 тысяч)","immigration","high","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","1","0","../dengi/stoimost-zhizni-ba.md","Записи базы: стоимость жизни, работа и поиск, первый месяц, аренда без гаранта","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"perevoz-veshchey-i-pitomtsev","content/knowledge-base/pereezd/perevoz-veshchey-i-pitomtsev.md","Перевоз личных вещей и домашних животных при переезде в Аргентину","immigration","high","Argentina","ru","published","false","medium","2026-07-01","2026-08-15","4","2","https://www.argentina.gob.ar/senasa/informacion-al-viajero/ingresar-o-regresar-al-pais/ingresos-con-perros-yo-gatos","SENASA — Ingresos con perros y/o gatos","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"pervyj-mesyac-plan","content/knowledge-base/pereezd/pervyj-mesyac-plan.md","Первый месяц в Аргентине по дням: пошаговый план","immigration","high","Argentina","ru","published","true","high","2026-07-05","2026-08-19","1","0","../pereezd/chek-list-pereezda.md","Записи базы: чек-лист переезда, личный опыт первого месяца, SUBE, банковский счёт","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"plan-podgotovki-6-mesyacev","content/knowledge-base/pereezd/plan-podgotovki-6-mesyacev.md","Подготовка к переезду в Аргентину за 6 месяцев: таймлайн","immigration","high","Argentina","ru","published","true","high","2026-07-05","2026-08-19","1","0","../pereezd/chek-list-pereezda.md","Записи базы: чек-лист переезда, апостиль и перевод документов, ВНЖ, перевоз вещей и питомцев","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"podgotovka-k-poezdke","content/knowledge-base/puteshestvie/podgotovka-k-poezdke.md","Подготовка к поездке в Аргентину: чек-лист","finance","medium","Argentina","ru","published","true","high","2026-07-04","2026-08-18","1","0","../faq/viza-rf-v-argentinu.md","Профильные записи этой базы (виза, деньги, климат, связь, страховка)","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"pokupka-avtomobilya","content/knowledge-base/transport/pokupka-avtomobilya.md","Покупка автомобиля в Аргентине","finance","high","Argentina","ru","published","true","medium","2026-07-04","2026-08-18","2","1","https://buenosaires.gob.ar/tramites/verificacion-tecnica-vehicular-obligatoria","Gobierno CABA — trámites de compra/transferencia de vehículo (DNRPA)","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"pokupka-nedvizhimosti","content/knowledge-base/zhile/pokupka-nedvizhimosti.md","Покупка недвижимости в Аргентине для иностранца","finance","high","Argentina","ru","published","true","medium","2026-07-04","2026-08-18","2","0","https://argentinavisalaw.com/guides/property-purchase","Argentina Visa Law — Buy Property in Argentina 2026 (Foreigner Guide)","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"pokupki-i-tax-free","content/knowledge-base/pokupki/pokupki-i-tax-free.md","Покупки и tax free в Аргентине","finance","medium","Argentina","ru","published","false","high","2026-07-03","2026-08-17","5","1","https://www.afip.gob.ar/viajeros/ayuda/devolucion-a-turistas.asp","AFIP/ARCA — Devolución de impuestos para turistas (официальный порядок)","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"posle-dtp","content/knowledge-base/transport/posle-dtp.md","Что делать после ДТП в Аргентине","health","medium","Argentina","ru","published","false","medium","2026-07-12","2026-08-26","2","1","https://www.argentina.gob.ar/justicia/derechofacil/aplicalaley/choque-con-el-auto","Argentina.gob.ar (Derecho Fácil) — Choqué con el auto","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"priznanie-diploma","content/knowledge-base/pereezd/priznanie-diploma.md","Признание иностранного диплома в Аргентине (гомологация)","immigration","high","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","1","1","https://www.argentina.gob.ar/educacion","Ministerio de Educación / Universidades (UBA и др.) — convalidación y reválida de títulos","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"provoz-lekarstv","content/knowledge-base/medicina/provoz-lekarstv.md","Провоз лекарств через границу Аргентины","health","medium","Argentina","ru","published","false","medium","2026-07-12","2026-08-26","3","3","https://www.argentina.gob.ar/servicio/ingresar-al-pais-medicamentos-para-uso-personal","Argentina.gob.ar — Ingresar al país medicamentos para uso personal","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"rabochaya-viza","content/knowledge-base/pereezd/rabochaya-viza.md","Рабочая резиденция в Аргентине: наём местным работодателем","immigration","high","Argentina","ru","published","true","medium","2026-07-02","2026-08-16","3","2","https://www.argentina.gob.ar/servicio/obtener-una-residencia-temporaria-como-trabajador-migrante","DNM — Obtener una residencia temporaria como trabajador migrante","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"rabota-i-poisk-raboty","content/knowledge-base/pereezd/rabota-i-poisk-raboty.md","Работа в Аргентине: рынок труда, зарплаты и как искать","immigration","high","Argentina","ru","published","true","medium","2026-07-04","2026-08-18","2","0","https://wheretoemigrate.io/countries/argentina-salaries-2026","WhereToEmigrate / RemotePeople — Argentina salaries 2026","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"raskhozhdeniya-dni-cuit-cuil","content/knowledge-base/pereezd/raskhozhdeniya-dni-cuit-cuil.md","Расхождения в данных DNI, CUIT и CUIL: как исправить","immigration","high","Argentina","ru","published","false","medium","2026-07-12","2026-08-26","3","3","https://www.argentina.gob.ar/servicio/reposicion-de-dni-por-error-u-omision","Argentina.gob.ar — Reposición de DNI por error u omisión","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"rody-i-beremennost","content/knowledge-base/medicina/rody-i-beremennost.md","Роды и беременность в Аргентине: полное руководство","health","high","Argentina","ru","published","true","high","2026-07-04","2026-08-18","2","1","https://www.argentina.gob.ar/salud","Argentina.gob.ar — Salud / регистрация рождения","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"rody-v-argentine","content/knowledge-base/faq/rody-v-argentine.md","Что даёт рождение ребёнка в Аргентине?","health","high","Argentina","ru","published","false","medium","2026-07-01","2026-08-15","2","1","https://mininterior.gob.ar/tramites/migraciones/migraciones_archivos/documentacionResFamiliar.pdf","DNM — перечень документов для резиденции «FAMILIAR» (padre/madre de argentino)","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"rossiya-vs-argentina","content/knowledge-base/kultura/rossiya-vs-argentina.md","Россия и Аргентина: чем жизнь здесь отличается","finance","medium","Argentina","ru","published","true","high","2026-07-04","2026-08-18","1","0","../lichnyy-opyt/pervyj-mesyac-v-argentine.md","Записи базы по климату, деньгам, быту и безопасности + личный опыт","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"ruta-azul","content/knowledge-base/dostoprimechatelnosti/ruta-azul.md","Ruta Azul","immigration","high","Argentina","ru","stub","false","medium","2026-07-07","2026-08-21","1","1","https://www.argentina.travel/actividades/ruta-azul","Visit Argentina — Ruta Azul","","ru_source_only","review_required","not_release_ready","Not marked site_ready; Content status is stub; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"ruta-del-adobe-en-catamarca","content/knowledge-base/dostoprimechatelnosti/ruta-del-adobe-en-catamarca.md","Adobe Route in Catamarca","finance","medium","Argentina","ru","stub","false","medium","2026-07-07","2026-08-21","1","1","https://www.argentina.travel/actividades/ruta-del-adobe-en-catamarca","Visit Argentina — Ruta del Adobe en Catamarca","","ru_source_only","review_required","not_release_ready","Not marked site_ready; Content status is stub; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"ruta-del-vino-en-la-patagonia","content/knowledge-base/dostoprimechatelnosti/ruta-del-vino-en-la-patagonia.md","Ruta del Vino en la Патагония","immigration","high","Argentina","ru","stub","false","medium","2026-07-07","2026-08-21","1","1","https://www.argentina.travel/actividades/ruta-del-vino-en-la-patagonia","Visit Argentina — Ruta del Vino en la Patagonia","","ru_source_only","review_required","not_release_ready","Not marked site_ready; Content status is stub; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"sdacha-nedvizhimosti-v-arendu","content/knowledge-base/dengi/sdacha-nedvizhimosti-v-arendu.md","Сдача недвижимости в аренду в Аргентине: доход и налоги","finance","high","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","2","1","https://www.infobae.com/economia/2026/06/01/los-ingresos-por-el-alquiler-de-viviendas-no-pagaran-ganancias-que-dice-la-nueva-reglamentacion/","Infobae — доход от аренды жилья освобождён от Ganancias (реглам. 2026)","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"shkola-dlya-detey","content/knowledge-base/pereezd/shkola-dlya-detey.md","Школа для детей в Аргентине: система образования для семей релокантов","immigration","high","Argentina","ru","published","false","medium","2026-07-01","2026-08-15","4","1","https://www.argentina.gob.ar/justicia/derechofacil/leysimple/niveles-educativos","Ley simple: Niveles educativos — Argentina.gob.ar","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"shtrafy-i-scoring","content/knowledge-base/transport/shtrafy-i-scoring.md","Штрафы, баллы (scoring) и проверка задолженности за рулём в Аргентине","legal","medium","Argentina","ru","published","false","medium","2026-07-12","2026-08-26","3","3","https://consultainfracciones.seguridadvial.gob.ar/","Agencia Nacional de Seguridad Vial — Consulta de infracciones","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"sistema-zdravoohraneniya","content/knowledge-base/medicina/sistema-zdravoohraneniya.md","Система здравоохранения Аргентины","health","high","Argentina","ru","published","true","high","2026-07-04","2026-08-18","3","1","https://www.argentina.gob.ar/salud","Argentina.gob.ar — Salud","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"skam-s-falshivoj-policiej","content/knowledge-base/faq/skam-s-falshivoj-policiej.md","Что за мошенничество с «фальшивой полицией» в Аргентине?","finance","high","Argentina","ru","published","false","medium","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"skolko-deneg-brat-na-poezdku","content/knowledge-base/faq/skolko-deneg-brat-na-poezdku.md","Сколько денег нужно брать на поездку в Аргентину?","finance","high","Argentina","ru","published","false","medium","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"skolko-letet-iz-rossii","content/knowledge-base/faq/skolko-letet-iz-rossii.md","Сколько лететь из России в Аргентину и какие есть маршруты?","legal","high","Argentina","ru","published","false","medium","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"skolko-nalichnyh-mozhno-vvezti","content/knowledge-base/faq/skolko-nalichnyh-mozhno-vvezti.md","Сколько наличных можно ввезти в Аргентину без декларации?","finance","medium","Argentina","ru","published","false","high","2026-07-01","2026-08-15","2","1","http://biblioteca.afip.gob.ar/dcp/REAG01002704_2009_11_05","AFIP/ARCA — Resolución General 2704/2009 (равнзаje, ingreso de divisas)","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"skolko-stoit-oformit-vnzh","content/knowledge-base/faq/skolko-stoit-oformit-vnzh.md","Сколько стоит оформление резиденции или визы цифрового кочевника в Аргентине?","finance","high","Argentina","ru","published","false","medium","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"skolko-stoit-zhizn-v-buenos-ajrese","content/knowledge-base/faq/skolko-stoit-zhizn-v-buenos-ajrese.md","Сколько денег нужно на жизнь в Буэнос-Айресе в месяц?","finance","high","Argentina","ru","published","false","medium","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"soobshestvo-i-adaptaciya","content/knowledge-base/pereezd/soobshestvo-i-adaptaciya.md","Где найти своих и как пережить адаптацию в Аргентине","immigration","high","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","1","0","https://t.me/RuArgentina","RuArgentina и русскоязычные сообщества (Telegram-экосистема) — проверять актуальные ссылки","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"status-expediente-migraciones","content/knowledge-base/pereezd/status-expediente-migraciones.md","Как узнать статус дела (expediente) в Migraciones","immigration","high","Argentina","ru","published","false","medium","2026-07-12","2026-08-26","3","3","https://www.migraciones.gob.ar/radex/","Dirección Nacional de Migraciones — RaDEX (Radicación a Distancia)","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"stoimost-zhizni-ba","content/knowledge-base/dengi/stoimost-zhizni-ba.md","Сколько стоит жизнь в Буэнос-Айресе","finance","medium","Argentina","ru","published","true","medium","2026-07-02","2026-08-16","2","0","https://www.numbeo.com/cost-of-living/in/Buenos-Aires","Numbeo — Cost of Living in Buenos Aires","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"stoimost-zhizni-semya-i-para","content/knowledge-base/dengi/stoimost-zhizni-semya-i-para.md","Стоимость жизни в Аргентине для пары и семьи: сценарии и уровни","finance","medium","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","2","0","https://www.numbeo.com/cost-of-living/in/Buenos-Aires","Numbeo — Cost of Living in Buenos Aires (family of four)","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"stoit-li-ehat-v-argentinu","content/knowledge-base/puteshestvie/stoit-li-ehat-v-argentinu.md","Стоит ли ехать в Аргентину: далеко, дорого, опасно?","finance","medium","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","2","0","https://www.aviasales.ru/routes/mow/bue","Aviasales — Москва ↔ Буэнос-Айрес (цены и пересадки)","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"stoit-li-pereezzhat","content/knowledge-base/pereezd/stoit-li-pereezzhat.md","Стоит ли переезжать в Аргентину: плюсы, минусы и кому подходит","immigration","high","Argentina","ru","published","true","high","2026-07-04","2026-08-18","1","0","../pereezd/vnzh-argentina.md","Записи базы по иммиграции, деньгам и быту + личный опыт релокантов","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"studencheskaya-zhizn","content/knowledge-base/pereezd/studencheskaya-zhizn.md","Учёба и студенческий быт в Аргентине: поступление, язык, жильё","immigration","high","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","2","1","https://www.celu.edu.ar/","CELU — Certificado de Español: Lengua y Uso (официальный экзамен)","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"trekking-en-parque-patagonia","content/knowledge-base/dostoprimechatelnosti/trekking-en-parque-patagonia.md","Trekking en Parque Патагония","immigration","high","Argentina","ru","stub","false","medium","2026-07-07","2026-08-21","1","1","https://www.argentina.travel/actividades/trekking-en-parque-patagonia","Visit Argentina — Trekking en Parque Patagonia","","ru_source_only","review_required","not_release_ready","Not marked site_ready; Content status is stub; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"udalyonnaya-rabota-i-oplata","content/knowledge-base/dengi/udalyonnaya-rabota-i-oplata.md","Удалёнка в Аргентине: как получать оплату и не терять на курсе","finance","medium","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","2","0","https://wise.com/ar/blog/payoneer-recibir-pagos","Wise / Payoneer — cómo recibir pagos en Argentina (guías 2026)","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"villa-nougues","content/knowledge-base/dostoprimechatelnosti/villa-nougues.md","Вилья-Нугес","health","medium","Argentina","ru","published","false","medium","2026-07-07","2026-08-21","1","1","https://www.argentina.travel/actividades/villa-nougues","Visit Argentina — Villa Nougués","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"viza-cifrovogo-kochevnika","content/knowledge-base/pereezd/viza-cifrovogo-kochevnika.md","Виза цифрового кочевника Аргентины","immigration","high","Argentina","ru","published","true","medium","2026-07-02","2026-08-16","2","2","https://www.argentina.gob.ar/servicio/obtener-una-residencia-transitoria-como-nomada-digital","Argentina.gob.ar — Obtener una residencia transitoria como Nómada Digital","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"viza-cifrovogo-kochevnika-chto-daet","content/knowledge-base/faq/viza-cifrovogo-kochevnika-chto-daet.md","Что даёт виза цифрового кочевника в Аргентине и ведёт ли она к ПМЖ?","health","high","Argentina","ru","published","false","high","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"viza-i-granica-dlya-rossiyan","content/knowledge-base/puteshestvie/viza-i-granica-dlya-rossiyan.md","Виза и граница для россиян: пустят ли и что спрашивают","health","medium","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","2","2","https://cancilleria.gob.ar/en/services/visa/tourist-visa","Cancillería Argentina — Tourist Visa / визовая политика","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"viza-kochevnika-ne-vnzh","content/knowledge-base/lichnyy-opyt/viza-kochevnika-ne-vnzh.md","Виза цифрового кочевника — не первый шаг к переезду навсегда, хотя так часто думают","immigration","high","Argentina","ru","published","false","medium","2026-06-30","2026-08-14","1","0","","Переезд-Виза-цифрового-кочевника.md — раздел «Частые ошибки»","","ru_source_only","review_required","not_release_ready","No official primary source; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"viza-rf-v-argentinu","content/knowledge-base/faq/viza-rf-v-argentinu.md","Нужна ли виза в Аргентину гражданам России?","entry-rules","high","Argentina","ru","published","false","high","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"viza-v-braziliyu-dlya-iguasu","content/knowledge-base/faq/viza-v-braziliyu-dlya-iguasu.md","Нужна ли виза в Бразилию, чтобы посмотреть водопады Игуасу с бразильской стороны?","entry-rules","high","Argentina","ru","published","false","high","2026-06-30","2026-08-14","0","0","","","","ru_source_only","source_missing","blocked","No source in record; Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"vnzh-argentina","content/knowledge-base/pereezd/vnzh-argentina.md","ВНЖ Аргентины: все легальные пути резиденции","immigration","high","Argentina","ru","published","true","medium","2026-07-01","2026-08-15","4","4","https://www.argentina.gob.ar/servicio/obtener-una-residencia-temporaria-como-rentista","Dirección Nacional de Migraciones — резиденция рантье","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"vnzh-po-uchebe","content/knowledge-base/pereezd/vnzh-po-uchebe.md","ВНЖ Аргентины по учёбе (студенческая резиденция)","immigration","high","Argentina","ru","published","true","medium","2026-07-04","2026-08-18","2","2","https://www.argentina.gob.ar/migraciones","Dirección Nacional de Migraciones — резиденция по учёбе","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"vnzh-rantye","content/knowledge-base/pereezd/vnzh-rantye.md","Резиденция рантье и пенсионера в Аргентине: пошаговый гайд","immigration","high","Argentina","ru","published","true","medium","2026-07-02","2026-08-16","4","1","https://www.argentina.gob.ar/servicio/obtener-una-residencia-temporaria-como-rentista","Dirección Nacional de Migraciones — Obtener una residencia temporaria como rentista","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"voditelskie-prava","content/knowledge-base/pereezd/voditelskie-prava.md","Вождение и водительские права в Аргентине: туристу и релоканту","immigration","high","Argentina","ru","published","false","medium","2026-07-12","2026-08-26","5","4","https://www.aca.org.ar/registro-internacional/","Automóvil Club Argentino (ACA) — Permiso Internacional","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"voinskij-uchet-i-voennyj-bilet","content/knowledge-base/pereezd/voinskij-uchet-i-voennyj-bilet.md","Воинский учёт и военный билет при переезде в Аргентину","immigration","high","Argentina","ru","published","true","low","2026-07-05","2026-08-19","1","1","https://www.gosuslugi.ru/","Официальные источники РФ по воинскому учёту (Госуслуги, Минобороны) — проверять актуальное","","ru_source_only","review_required","hold_for_human_approval","No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"vossoedinenie-semi","content/knowledge-base/pereezd/vossoedinenie-semi.md","Резиденция по семейному признаку (vínculo familiar): супруги, дети, родители","immigration","high","Argentina","ru","published","false","medium","2026-07-01","2026-08-15","4","3","https://www.argentina.gob.ar/servicio/obtener-una-residencia-temporaria-por-reunificacion-familiar","Argentina.gob.ar — Obtener una residencia temporaria por reunificación familiar","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"vysokogorye-na-avto","content/knowledge-base/transport/vysokogorye-na-avto.md","Путешествие на автомобиле в высокогорье: Пуна и перевалы","legal","medium","Argentina","ru","published","false","medium","2026-07-12","2026-08-26","1","1","https://www.argentina.gob.ar/","Общие справочные данные о высокогорных дорогах NOA и Куйо (факты сверены, текст переписан)","","ru_source_only","review_required","not_release_ready","Not marked site_ready; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"yungas-tucumanas","content/knowledge-base/dostoprimechatelnosti/yungas-tucumanas.md","Tucuman Yungas","immigration","high","Argentina","ru","stub","false","medium","2026-07-07","2026-08-21","1","1","https://www.argentina.travel/actividades/yungas-tucumanas","Visit Argentina — Yungas tucumanas","","ru_source_only","review_required","not_release_ready","Not marked site_ready; Content status is stub; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"zashchita-nakoplenij-ot-inflyacii","content/knowledge-base/dengi/zashchita-nakoplenij-ot-inflyacii.md","Как защитить накопления от инфляции в Аргентине","finance","medium","Argentina","ru","published","true","medium","2026-07-05","2026-08-19","1","0","../dengi/inflyatsiya-i-ekonomika.md","Записи базы: инфляция и экономика, как менять валюту, покупка недвижимости","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
"zemletryaseniya-i-vulkany","content/knowledge-base/bezopasnost/zemletryaseniya-i-vulkany.md","Землетрясения, вулканы и природные стихии Аргентины","health","medium","Argentina","ru","published","true","high","2026-07-04","2026-08-18","2","0","https://en.wikipedia.org/wiki/1977_San_Juan_earthquake","Wikipedia (EN) — 1977 San Juan earthquake","","ru_source_only","review_required","hold_for_human_approval","No official primary source; No named reviewer or claim-level approval evidence in current schema","2026-07-15"
