family,path,slug,entityType,currentSource,overrides,canonicalOwner,indexable,action,notes
kb,/baza-znaniy/govoryat-li-v-argentine-po-anglijski,govoryat-li-v-argentine-po-anglijski,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/grazhdanstvo,grazhdanstvo,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/hornocal,hornocal,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/ibera,ibera,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/ibera-rassvet-i-tihie-portaly,ibera-rassvet-i-tihie-portaly,kb_author_tip,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/iguasu,iguasu,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/ischigualasto,ischigualasto,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/ispanskij-dlya-puteshestvennika,ispanskij-dlya-puteshestvennika,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/iz-esejsy-v-ba,iz-esejsy-v-ba,kb_transport,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kachi,kachi,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kak-menyat-valyutu,kak-menyat-valyutu,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kak-oplatit-tur-i-zhilyo-zaranee,kak-oplatit-tur-i-zhilyo-zaranee,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/kak-perevezti-kota-ili-sobaku,kak-perevezti-kota-ili-sobaku,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kak-platit-esli-karta-rf-ne-rabotaet,kak-platit-esli-karta-rf-ne-rabotaet,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/kak-poluchit-grazhdanstvo-za-2-goda,kak-poluchit-grazhdanstvo-za-2-goda,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/kak-poluchit-prava-v-argentine,kak-poluchit-prava-v-argentine,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kak-snyat-kvartiru-bez-garanta,kak-snyat-kvartiru-bez-garanta,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kakie-dokumenty-vezti-s-soboj,kakie-dokumenty-vezti-s-soboj,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kakie-privivki-nuzhny-dlya-argentiny,kakie-privivki-nuzhny-dlya-argentiny,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/kakie-rajony-ba-izbegat,kakie-rajony-ba-izbegat,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kakie-rozetki-v-argentine,kakie-rozetki-v-argentine,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/kakoj-dohod-nuzhen-dlya-rantye,kakoj-dohod-nuzhen-dlya-rantye,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/kakoj-mesyats-kuda-ehat,kakoj-mesyats-kuda-ehat,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kaminito-la-boka,kaminito-la-boka,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kanal-bigl-i-poezd-na-kray-sveta,kanal-bigl-i-poezd-na-kray-sveta,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kladbische-recoleta,kladbische-recoleta,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/klimat-po-regionam,klimat-po-regionam,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kogda-smotret-kitov-v-argentine,kogda-smotret-kitov-v-argentine,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/kogda-uchebnyj-god-v-argentine,kogda-uchebnyj-god-v-argentine,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kordova,kordova,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/korrientes,korrientes,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kovorkingi-i-rabota-nomada,kovorkingi-i-rabota-nomada,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/kuhnya,kuhnya,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/la-plata,la-plata,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/la-rioja,la-rioja,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/lanin,lanin,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/las-lenas,las-lenas,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/lgbt-travel,lgbt-travel,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/lihue-calel,lihue-calel,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/litoral,litoral,kb_region,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/los-alerces,los-alerces,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/los-cardones,los-cardones,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/los-glasiares,los-glasiares,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/los-glasiares-ritm-dvuh-baz,los-glasiares-ritm-dvuh-baz,kb_author_tip,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/lujan,lujan,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/lyubimoe-mesto-ne-iz-putevoditelej,lyubimoe-mesto-ne-iz-putevoditelej,kb_author_tip,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/mar-de-las-pampas,mar-de-las-pampas,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mar-del-plata,mar-del-plata,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mate,mate,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/medicina-i-strahovka,medicina-i-strahovka,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mendoza,mendoza,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mentalitet-i-etiket,mentalitet-i-etiket,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/merlo,merlo,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mezhgorodnie-avtobusy,mezhgorodnie-avtobusy,kb_transport,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mify-ob-argentine,mify-ob-argentine,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mozhno-li-delat-vizaran,mozhno-li-delat-vizaran,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mozhno-li-doehat-do-ushuaji-na-mashine,mozhno-li-doehat-do-ushuaji-na-mashine,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/mozhno-li-ezdit-po-inostrannym-pravam,mozhno-li-ezdit-po-inostrannym-pravam,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mozhno-li-otkryt-schet-nerezidentu,mozhno-li-otkryt-schet-nerezidentu,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/mozhno-li-pit-vodu-iz-krana,mozhno-li-pit-vodu-iz-krana,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mozhno-li-rabotat-na-mestnuyu-kompaniyu,mozhno-li-rabotat-na-mestnuyu-kompaniyu,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mozhno-li-snimat-dronom,mozhno-li-snimat-dronom,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/mozhno-li-uchitsya-v-universitete-besplatno,mozhno-li-uchitsya-v-universitete-besplatno,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/mozhno-li-vodit-po-rossijskim-pravam,mozhno-li-vodit-po-rossijskim-pravam,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/nalogi-i-monotributo,nalogi-i-monotributo,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/nauel-uapi,nauel-uapi,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/necochea,necochea,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/neuken,neuken,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/noa,noa,kb_region,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/noa-kolco,noa-kolco,kb_route,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/nuzhen-li-permit-na-akonkagua,nuzhen-li-permit-na-akonkagua,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/nuzhna-li-strahovka-dlya-vezda,nuzhna-li-strahovka-dlya-vezda,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/nuzhna-li-viza-cifrovomu-kochevniku,nuzhna-li-viza-cifrovomu-kochevniku,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/nuzhno-li-ostavlyat-chaevye,nuzhno-li-ostavlyat-chaevye,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/nuzhno-li-otkazyvatsya-ot-grazhdanstva,nuzhno-li-otkazyvatsya-ot-grazhdanstva,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/ognennaya-zemlya,ognennaya-zemlya,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/oshibka-s-dokumentami,oshibka-s-dokumentami,kb_author_tip,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/oshibka-s-zhilyom,oshibka-s-zhilyom,kb_author_tip,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/otkrytie-biznesa,otkrytie-biznesa,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/pampa,pampa,kb_region,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parana,parana,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-aconquija,parque-nacional-aconquija,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-baritu,parque-nacional-baritu,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-calilegua,parque-nacional-calilegua,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-chaco,parque-nacional-chaco,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-ciervo-de-los-pantanos,parque-nacional-ciervo-de-los-pantanos,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-el-palmar,parque-nacional-el-palmar,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-el-rey,parque-nacional-el-rey,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-lago-puelo,parque-nacional-lago-puelo,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-los-arrayanes,parque-nacional-los-arrayanes,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-perito-moreno,parque-nacional-perito-moreno,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/parque-nacional-pre-delta,parque-nacional-pre-delta,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/patagonia,patagonia,kb_region,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/patagonia-park,patagonia-park,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/patagonia-yug,patagonia-yug,kb_route,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/peninsula-valdes,peninsula-valdes,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/pereezd-s-minimalnym-byudzhetom,pereezd-s-minimalnym-byudzhetom,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/perito-moreno,perito-moreno,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/pervye-tramites,pervye-tramites,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/pervyj-mesyac-v-argentine,pervyj-mesyac-v-argentine,kb_author_tip,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/pinamar,pinamar,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/pokupka-avtomobilya,pokupka-avtomobilya,kb_transport,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/pokupka-nedvizhimosti,pokupka-nedvizhimosti,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/poleznye-prilozheniya,poleznye-prilozheniya,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/posle-dtp,posle-dtp,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/prazdniki-i-traditsii,prazdniki-i-traditsii,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/provoz-lekarstv,provoz-lekarstv,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/puerto-madryn,puerto-madryn,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/punta-tombo,punta-tombo,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/purmamarka,purmamarka,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/quebrada-de-humahuaca,quebrada-de-humahuaca,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/rabota-i-poisk-raboty,rabota-i-poisk-raboty,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/resistencia,resistencia,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/rody-i-beremennost,rody-i-beremennost,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/rody-v-argentine,rody-v-argentine,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/rosario,rosario,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/rossiya-vs-argentina,rossiya-vs-argentina,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/ruinas-de-quilmes,ruinas-de-quilmes,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/ruta-40-sem-ozer,ruta-40-sem-ozer,kb_route,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/s-detmi-po-argentine,s-detmi-po-argentine,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/salinas-grandes,salinas-grandes,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/salta,salta,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/saltos-del-mocona,saltos-del-mocona,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/san-huan,san-huan,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/san-ignacio-mini,san-ignacio-mini,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/san-luis,san-luis,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/san-martin-de-los-andes,san-martin-de-los-andes,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/san-miguel-de-tucuman,san-miguel-de-tucuman,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/san-salvador-de-jujuy,san-salvador-de-jujuy,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/santa-fe,santa-fe,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/santa-rosa,santa-rosa,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/santiago-del-estero,santiago-del-estero,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/shkola-dlya-detey,shkola-dlya-detey,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/sierra-de-la-ventana,sierra-de-la-ventana,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/sistema-zdravoohraneniya,sistema-zdravoohraneniya,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/skam-s-falshivoj-policiej,skam-s-falshivoj-policiej,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/skolko-deneg-brat-na-poezdku,skolko-deneg-brat-na-poezdku,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/skolko-letet-iz-rossii,skolko-letet-iz-rossii,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/skolko-nalichnyh-mozhno-vvezti,skolko-nalichnyh-mozhno-vvezti,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/skolko-stoit-oformit-vnzh,skolko-stoit-oformit-vnzh,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/skolko-stoit-zhizn-v-buenos-ajrese,skolko-stoit-zhizn-v-buenos-ajrese,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/sladkoe-dulce-de-leche,sladkoe-dulce-de-leche,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/status-expediente-migraciones,status-expediente-migraciones,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/stoimost-zhizni-ba,stoimost-zhizni-ba,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/stoimost-zhizni-semya-i-para,stoimost-zhizni-semya-i-para,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/stoit-li-ehat-na-poezde-v-oblaka,stoit-li-ehat-na-poezde-v-oblaka,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/stoit-li-ehat-v-argentinu,stoit-li-ehat-v-argentinu,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/studencheskaya-zhizn,studencheskaya-zhizn,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/susques,susques,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/tafi-del-valle,tafi-del-valle,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/talampaya,talampaya,kb_national_park,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/tandil,tandil,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/teatr-kolon,teatr-kolon,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/termas-de-rio-hondo,termas-de-rio-hondo,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/tierra-del-fuego,tierra-del-fuego,kb_region,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/tigre-i-delta,tigre-i-delta,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/tilkara,tilkara,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/turismo-aventura-en-chaco,turismo-aventura-en-chaco,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/udalyonnaya-rabota-i-oplata,udalyonnaya-rabota-i-oplata,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/ushuaia,ushuaia,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/villa-gesell,villa-gesell,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/villa-la-angostura,villa-la-angostura,kb_city,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/villavicencio,villavicencio,kb_attraction,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/viza-cifrovogo-kochevnika-chto-daet,viza-cifrovogo-kochevnika-chto-daet,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/viza-i-granica-dlya-rossiyan,viza-i-granica-dlya-rossiyan,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/viza-rf-v-argentinu,viza-rf-v-argentinu,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/viza-v-braziliyu-dlya-iguasu,viza-v-braziliyu-dlya-iguasu,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/vnutrennie-aviabilety,vnutrennie-aviabilety,kb_transport,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/vnzh-argentina,vnzh-argentina,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/vo-skolko-uzhinayut-v-argentine,vo-skolko-uzhinayut-v-argentine,kb_faq,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,published
kb,/baza-znaniy/voinskij-uchet-i-voennyj-bilet,voinskij-uchet-i-voennyj-bilet,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/vysokogorye-na-avto,vysokogorye-na-avto,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/zashchita-nakoplenij-ot-inflyacii,zashchita-nakoplenij-ot-inflyacii,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/zhile-dlya-turistov,zhile-dlya-turistov,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/zhile-i-arenda,zhile-i-arenda,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
kb,/baza-znaniy/zhizn-na-pensii,zhizn-na-pensii,kb_guide,kb,no,content/knowledge-base/** (Layer A),yes,KEEP,site_ready
immigration,/immigration,,immigration_hub,file,no,Product content owner,no,KEEP,Tier-1 hub; publication-registry prefix noindex
immigration,/immigration/zhizn-v-strane,zhizn-v-strane,immigration_topic,file,no,src/data/immigration-* (content pages),no,KEEP,from IMMIGRATION_TOPIC_ORDER
immigration,/immigration/protsess-immigratsii,protsess-immigratsii,immigration_topic,file,no,src/data/immigration-* (content pages),no,KEEP,from IMMIGRATION_TOPIC_ORDER
immigration,/immigration/rody-v-argentine,rody-v-argentine,immigration_topic,file,no,src/data/immigration-* (content pages),no,KEEP,from IMMIGRATION_TOPIC_ORDER
immigration,/immigration/grazhdanstvo,grazhdanstvo,immigration_topic,file,no,src/data/immigration-* (content pages),no,KEEP,from IMMIGRATION_TOPIC_ORDER
immigration,/immigration/vnzh-i-pmzh,vnzh-i-pmzh,immigration_topic,file,no,src/data/immigration-* (content pages),no,KEEP,from IMMIGRATION_TOPIC_ORDER
