"id","component_file","source_line","source_column","interaction_kind","http_method","endpoint_pattern","source_signals","test_evidence","confidence","route_patterns","route_count"
"a65ff60322696490","src/components/admin/views/ContentDocumentEditorView.tsx","1005","46","ui_change","","","onChange={(e) => setGuideCategory(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"c248b0875f66c2cb","src/components/admin/views/ContentDocumentEditorView.tsx","1016","21","ui_change","","","onChange={(e) => setDestinationIntro(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"af3cdc75d734ffba","src/components/admin/views/ContentDocumentEditorView.tsx","1024","23","ui_change","","","onChange={(e) => setDestinationRegionGroup(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"be09b368b0995b8b","src/components/admin/views/ContentDocumentEditorView.tsx","1031","23","ui_change","","","onChange={(e) => setDestinationIdealDuration(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"de12f65ec3da9d86","src/components/admin/views/ContentDocumentEditorView.tsx","1039","21","ui_change","","","onChange={(e) => setDestinationBestSeason(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"7be0c99db3e89fda","src/components/admin/views/ContentDocumentEditorView.tsx","1047","21","ui_change","","","onChange={(e) => setDestinationHowToGetThere(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"661fd372413f0ce2","src/components/admin/views/ContentDocumentEditorView.tsx","1055","21","ui_change","","","onChange={(e) => setDestinationHighlights(linesToList(e.target.value))}","source_only","medium","/admin/content/documents/[id]","1"
"7d710f334d73bc6b","src/components/admin/views/ContentDocumentEditorView.tsx","1063","21","ui_change","","","onChange={(e) => setDestinationTravelTips(linesToList(e.target.value))}","source_only","medium","/admin/content/documents/[id]","1"
"d8f49f1c70a00594","src/components/admin/views/ContentDocumentEditorView.tsx","1075","21","ui_change","","","onChange={(e) => setPlaceShortDescription(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"0059df594033cd3f","src/components/admin/views/ContentDocumentEditorView.tsx","1083","21","ui_change","","","onChange={(e) => setPlaceFullDescription(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"bbee7b9286b7293b","src/components/admin/views/ContentDocumentEditorView.tsx","1091","21","ui_change","","","onChange={(e) => setPlaceHowToGetThere(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"2125cab0262b2150","src/components/admin/views/ContentDocumentEditorView.tsx","1099","21","ui_change","","","onChange={(e) => setPlaceInterestingFacts(linesToList(e.target.value))}","source_only","medium","/admin/content/documents/[id]","1"
"0d4f31a87264b74c","src/components/admin/views/ContentDocumentEditorView.tsx","1106","21","ui_change","","","onChange={(e) => setPlaceRelatedTourSlugs(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"3844297087565d75","src/components/admin/views/ContentDocumentEditorView.tsx","1119","40","ui_change","","","onChange={(e) => setExcerpt(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"3ed8d37b341d827c","src/components/admin/views/ContentDocumentEditorView.tsx","1128","19","ui_change","","","onChange={(e) => setBlogRelatedDestinations(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"c4749f2db3e087b2","src/components/admin/views/ContentDocumentEditorView.tsx","1142","19","ui_change","","","onChange={(e) => setBlogFeatured(e.target.checked)}","source_only","medium","/admin/content/documents/[id]","1"
"c52d2cc3ad26ffc7","src/components/admin/views/ContentDocumentEditorView.tsx","1162","23","ui_change","","","onChange={(event) => setKnowledgeAuthorName(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"c916e6dd1c55010e","src/components/admin/views/ContentDocumentEditorView.tsx","1169","23","ui_change","","","onChange={(event) => setKnowledgeAuthorSlug(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"5f454387fe3e6f81","src/components/admin/views/ContentDocumentEditorView.tsx","1179","21","ui_change","","","onChange={(event) => setKnowledgeAuthorBio(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"da82fb2cce995df4","src/components/admin/views/ContentDocumentEditorView.tsx","1186","21","ui_change","","","onChange={(event) => setKnowledgeAuthorAvatar(event.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"422fdcf7fe9b2c04","src/components/admin/views/ContentDocumentEditorView.tsx","1193","21","ui_change","","","onChange={(event) => { setKnowledgePersonalExperience(event.target.checked); if (!event.target.checked) setKnowledgeVerifiedByAuthor(fal","source_only","medium","/admin/content/documents/[id]","1"
"7f934334627b541e","src/components/admin/views/ContentDocumentEditorView.tsx","1205","21","ui_change","","","onChange={(event) => setKnowledgeVerifiedByAuthor(event.target.checked)}","source_only","medium","/admin/content/documents/[id]","1"
"8205d2047d596a59","src/components/admin/views/ContentDocumentEditorView.tsx","1216","17","ui_change","","","onChange={(e) => setStatus(e.target.value as CmsDocument[""status""])}","source_only","medium","/admin/content/documents/[id]","1"
"50d457903184688c","src/components/admin/views/ContentDocumentEditorView.tsx","1229","53","ui_click","","","onClick={addSection}","source_only","medium","/admin/content/documents/[id]","1"
"c97207d988f4780b","src/components/admin/views/ContentDocumentEditorView.tsx","1239","19","ui_change","","","onChange={(next) => updateSection(index, next)}","source_only","medium","/admin/content/documents/[id]","1"
"1bdabf0cbb7dabe2","src/components/admin/views/ContentDocumentEditorView.tsx","1249","17","ui_change","","","onChange={setSections}","source_only","medium","/admin/content/documents/[id]","1"
"fad5e2b53e9b6f97","src/components/admin/views/ContentDocumentEditorView.tsx","1263","17","ui_change","","","onChange={setSections}","source_only","medium","/admin/content/documents/[id]","1"
"c84012f9c68d44c6","src/components/admin/views/ContentDocumentEditorView.tsx","1279","17","ui_change","","","onChange={setSections}","source_only","medium","/admin/content/documents/[id]","1"
"f3be7c1c767638af","src/components/admin/views/ContentDocumentEditorView.tsx","1290","17","ui_change","","","onChange={setSections}","source_only","medium","/admin/content/documents/[id]","1"
"5d765e34a5da597c","src/components/admin/views/ContentDocumentEditorView.tsx","1301","17","ui_change","","","onChange={setBlogSections}","source_only","medium","/admin/content/documents/[id]","1"
"c60db37fa6f402c3","src/components/admin/views/ContentDocumentEditorView.tsx","1386","21","ui_change","","","onChange={(e) => setScheduleAtLocal(e.target.value)}","source_only","medium","/admin/content/documents/[id]","1"
"e8807f1e98c1a515","src/components/admin/views/ContentDocumentEditorView.tsx","1394","21","ui_click","","","onClick={() => void schedulePublication()}","source_only","medium","/admin/content/documents/[id]","1"
"99ae665bf9fd5116","src/components/admin/views/ContentDocumentEditorView.tsx","1404","23","ui_click","","","onClick={() => void cancelSchedule()}","source_only","medium","/admin/content/documents/[id]","1"
"b3d30370d707afa6","src/components/admin/views/ContentDocumentEditorView.tsx","1417","19","ui_click","","","onClick={() => void removeOverride()}","source_only","medium","/admin/content/documents/[id]","1"
"c9f9c79f39e85298","src/components/admin/views/ContentDocumentEditorView.tsx","1428","15","ui_change","","","onChange={setSeo}","source_only","medium","/admin/content/documents/[id]","1"
"804876e80205ec1a","src/components/admin/views/ContentDocumentEditorView.tsx","1450","25","ui_click","","","onClick={() => void openRevision(rev)}","source_only","medium","/admin/content/documents/[id]","1"
"dd17589898b6d057","src/components/admin/views/ContentDocumentEditorView.tsx","1506","23","ui_click","","","onClick={() => void restoreRevision(selectedRevisionMeta)}","source_only","medium","/admin/content/documents/[id]","1"
"29dd7a06bd84584e","src/components/admin/views/ContentDocumentEditorView.tsx","1514","25","ui_click","","","onClick={() => void restoreRevision(selectedRevisionMeta, true)}","source_only","medium","/admin/content/documents/[id]","1"
"09fe91aa718557cd","src/components/admin/views/ContentDocumentPreviewView.tsx","40","25","http_request","GET","/api/admin/content/documents/[encodedId]","fetch(`/api/admin/content/documents/${encodedId}`)","source_only","high","/admin/content/documents/[id]/preview","1"
"0cbb6731aaa9e763","src/components/admin/views/ContentDocumentsView.tsx","86","25","http_request","POST","/api/admin/content/documents","fetch(""/api/admin/content/documents"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ docType: ""legal"", slug, impo","source_only","high","/admin/content/documents","1"
"c6aa49892e42276a","src/components/admin/views/ContentDocumentsView.tsx","94","9","client_navigation","","/admin/content/documents/[id]","router.push(`/admin/content/documents/${encodeURIComponent(json.document.id)}`)","source_only","high","/admin/content/documents","1"
"f7ff205c1cd9d91b","src/components/admin/views/ContentDocumentsView.tsx","108","25","http_request","POST","/api/admin/content/documents","fetch(""/api/admin/content/documents"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ docType: ""blog"", slug, impor","source_only","high","/admin/content/documents","1"
"8b538c5ac357b965","src/components/admin/views/ContentDocumentsView.tsx","116","9","client_navigation","","/admin/content/documents/[id]","router.push(`/admin/content/documents/${encodeURIComponent(json.document.id)}`)","source_only","high","/admin/content/documents","1"
"a83d9c357162f783","src/components/admin/views/ContentDocumentsView.tsx","130","25","http_request","POST","/api/admin/content/documents","fetch(""/api/admin/content/documents"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ docType: ""guide"", slug, impo","source_only","high","/admin/content/documents","1"
"c3349d05dd1beeca","src/components/admin/views/ContentDocumentsView.tsx","138","9","client_navigation","","/admin/content/documents/[id]","router.push(`/admin/content/documents/${encodeURIComponent(json.document.id)}`)","source_only","high","/admin/content/documents","1"
"993a44fb1ec1e42f","src/components/admin/views/ContentDocumentsView.tsx","152","25","http_request","POST","/api/admin/content/documents","fetch(""/api/admin/content/documents"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ docType: ""destination"", slug","source_only","high","/admin/content/documents","1"
"033031ff93068633","src/components/admin/views/ContentDocumentsView.tsx","160","9","client_navigation","","/admin/content/documents/[id]","router.push(`/admin/content/documents/${encodeURIComponent(json.document.id)}`)","source_only","high","/admin/content/documents","1"
"ed7155a239ce684b","src/components/admin/views/ContentDocumentsView.tsx","174","25","http_request","POST","/api/admin/content/documents","fetch(""/api/admin/content/documents"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ docType: ""place"", slug, impo","source_only","high","/admin/content/documents","1"
"43fc0cfb5798859d","src/components/admin/views/ContentDocumentsView.tsx","182","9","client_navigation","","/admin/content/documents/[id]","router.push(`/admin/content/documents/${encodeURIComponent(json.document.id)}`)","source_only","high","/admin/content/documents","1"
"fd91e8a290e99103","src/components/admin/views/ContentDocumentsView.tsx","204","25","http_request","POST","/api/admin/content/documents","fetch(""/api/admin/content/documents"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ docType: ""landing"", slug, ti","source_only","high","/admin/content/documents","1"
"f6c4a9896c240ba5","src/components/admin/views/ContentDocumentsView.tsx","212","9","client_navigation","","/admin/content/documents/[id]","router.push(`/admin/content/documents/${encodeURIComponent(json.document.id)}`)","source_only","high","/admin/content/documents","1"
"a7bf5b30fd8821fc","src/components/admin/views/ContentDocumentsView.tsx","255","15","ui_click","","","onClick={() => void createOverride(row.slug)}","source_only","medium","/admin/content/documents","1"
"5a2c16a6ee0adb5a","src/components/admin/views/ContentDocumentsView.tsx","272","39","ui_click","","","onClick={() => void refresh()}","source_only","medium","/admin/content/documents","1"
"b86ca59f0329ae1c","src/components/admin/views/ContentDocumentsView.tsx","405","15","ui_click","","","onClick={() => void createLandingDocument()}","source_only","medium","/admin/content/documents","1"
"66615c910db2bca1","src/components/admin/views/ContentDocumentsView.tsx","427","15","ui_change","","","onChange={(e) => setSearch(e.target.value)}","source_only","medium","/admin/content/documents","1"
"950274bca4bb4c98","src/components/admin/views/ContentDocumentsView.tsx","433","15","ui_change","","","onChange={(e) => setTypeFilter(e.target.value as ContentDocumentItem[""type""] | ""all"")}","source_only","medium","/admin/content/documents","1"
"9436c5280706079a","src/components/admin/views/ContentFactoryView.tsx","155","32","ui_change","","","onChange={(event) => setLabel(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"70d5d80e208818b1","src/components/admin/views/ContentFactoryView.tsx","161","37","ui_change","","","onChange={(event) => setChatId(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"bf7ccc482963ae98","src/components/admin/views/ContentFactoryView.tsx","165","37","ui_change","","","onChange={(event) => setHandle(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"09699ba9c0d4f81e","src/components/admin/views/ContentFactoryView.tsx","172","40","ui_change","","","onChange={(event) => setAccountId(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"969f8d2cdb9c352a","src/components/admin/views/ContentFactoryView.tsx","177","46","ui_change","","","onChange={(event) => setPhoneNumberId(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"c242ac47e5a23ff7","src/components/admin/views/ContentFactoryView.tsx","182","41","ui_change","","","onChange={(event) => setApiVersion(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"e584633d069c1238","src/components/admin/views/ContentFactoryView.tsx","192","13","ui_change","","","onChange={(event) => setMainToken(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"bf1985524ada87d2","src/components/admin/views/ContentFactoryView.tsx","200","84","ui_change","","","onChange={(event) => setAppSecret(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"5877911f244b35a0","src/components/admin/views/ContentFactoryView.tsx","204","86","ui_change","","","onChange={(event) => setVerifyToken(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"3c7f54f1322affd6","src/components/admin/views/ContentFactoryView.tsx","227","98","ui_click","","","onClick={() => void save()}","source_only","medium","/admin/marketing/content-factory","1"
"a81f9aac615df99b","src/components/admin/views/ContentFactoryView.tsx","231","53","ui_click","","","onClick={() => void onVerify(provider)}","source_only","medium","/admin/marketing/content-factory","1"
"fc7130fe1308e95f","src/components/admin/views/ContentFactoryView.tsx","272","30","http_request","POST","/api/admin/content-factory","fetch(""/api/admin/content-factory"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify(payload), })","source_only","high","/admin/marketing/content-factory","1"
"589e81863c572162","src/components/admin/views/ContentFactoryView.tsx","331","30","http_request","POST","/api/admin/content-factory","fetch(""/api/admin/content-factory"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ action: ""generate_va","source_only","high","/admin/marketing/content-factory","1"
"9b3297cf6a955ef2","src/components/admin/views/ContentFactoryView.tsx","389","21","ui_click","","","onClick={() => setMode(""create"")}","source_only","medium","/admin/marketing/content-factory","1"
"3d060687de7973e7","src/components/admin/views/ContentFactoryView.tsx","403","86","ui_click","","","onClick={() => setMode(id)}","source_only","medium","/admin/marketing/content-factory","1"
"24c0079f0ae936b4","src/components/admin/views/ContentFactoryView.tsx","449","53","ui_click","","","onClick={() => setMode(""create"")}","source_only","medium","/admin/marketing/content-factory","1"
"03402f4070815192","src/components/admin/views/ContentFactoryView.tsx","481","33","ui_change","","","onChange={(event) => setScheduleValues((current) => ({ ...current, [item.id]: event.target.value }))}","source_only","medium","/admin/marketing/content-factory","1"
"5e35121958f70356","src/components/admin/views/ContentFactoryView.tsx","487","35","ui_click","","","onClick={() => void runAction({ action: ""publish_now"", itemId: item.id })}","source_only","medium","/admin/marketing/content-factory","1"
"01e58d187b9eb761","src/components/admin/views/ContentFactoryView.tsx","496","35","ui_click","","","onClick={() => void runAction({ action: ""schedule_item"", itemId: item.id, ","source_only","medium","/admin/marketing/content-factory","1"
"f713d4073eb9646e","src/components/admin/views/ContentFactoryView.tsx","545","38","ui_change","","","onChange={(event) => setTitle(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"fd293f11a15cb4a2","src/components/admin/views/ContentFactoryView.tsx","549","39","ui_change","","","onChange={(event) => setPillar(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"d63649721b6a4c2e","src/components/admin/views/ContentFactoryView.tsx","553","41","ui_change","","","onChange={(event) => setAudience(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"1b938d8f569f650c","src/components/admin/views/ContentFactoryView.tsx","557","37","ui_change","","","onChange={(event) => setGoal(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"9f8db490f94e2baa","src/components/admin/views/ContentFactoryView.tsx","561","49","ui_change","","","onChange={(event) => setSourceRef(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"45d167ee94246820","src/components/admin/views/ContentFactoryView.tsx","572","50","ui_change","","","onChange={(event) => setCampaignId(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"2256d5076c64cd5a","src/components/admin/views/ContentFactoryView.tsx","581","60","ui_change","","","onChange={(event) => setDueAt(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"1be7246176e1ceff","src/components/admin/views/ContentFactoryView.tsx","586","48","ui_change","","","onChange={(event) => setBrief(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"0d429b85d08dfb23","src/components/admin/views/ContentFactoryView.tsx","592","120","ui_click","","","onClick={() => toggleChannel(channel)}","source_only","medium","/admin/marketing/content-factory","1"
"3c9b6364fbbf31f8","src/components/admin/views/ContentFactoryView.tsx","606","23","ui_change","","","onChange={(event) => setChannelFormats((current) => ({ ...current, [channel]: event.target.value as ContentFactoryFormat }))}","source_only","medium","/admin/marketing/content-factory","1"
"d4f6b971ce678476","src/components/admin/views/ContentFactoryView.tsx","616","71","ui_change","","","onChange={(event) => setChannelBodies((current) => ({ ...current, [channel]: event.target.value }))}","source_only","medium","/admin/marketing/content-factory","1"
"4bd2e32e401e5a59","src/components/admin/views/ContentFactoryView.tsx","621","86","ui_change","","","onChange={(event) => setMediaUrls((current) => ({ ...current, [channel]: event.target.value }))}","source_only","medium","/admin/marketing/content-factory","1"
"cdf81e084fc56b13","src/components/admin/views/ContentFactoryView.tsx","627","55","ui_change","","","onChange={(event) => setWhatsappTarget(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"3ba107302de20dda","src/components/admin/views/ContentFactoryView.tsx","633","65","ui_change","","","onChange={(event) => setWhatsappTemplateName(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"c1a17e12aa324608","src/components/admin/views/ContentFactoryView.tsx","637","69","ui_change","","","onChange={(event) => setWhatsappTemplateLanguage(event.target.value)}","source_only","medium","/admin/marketing/content-factory","1"
"f3f31935e3d7c5ab","src/components/admin/views/ContentFactoryView.tsx","652","142","ui_click","","","onClick={() => void generateDrafts()}","source_only","medium","/admin/marketing/content-factory","1"
"553210d1b3a5ff51","src/components/admin/views/ContentFactoryView.tsx","656","159","ui_click","","","onClick={() => void createDraft()}","source_only","medium","/admin/marketing/content-factory","1"
"c308a8e9fe1d3dd1","src/components/admin/views/ContentFactoryView.tsx","659","41","ui_click","","","onClick={() => setMode(""overview"")}","source_only","medium","/admin/marketing/content-factory","1"
"73f6d6c0cd7f8bf3","src/components/admin/views/ContentFreshnessView.tsx","87","39","ui_click","","","onClick={() => void refresh()}","source_only","medium","/admin/content-freshness","1"
"21ce2202dd11756e","src/components/admin/views/ContentFreshnessView.tsx","176","15","ui_change","","","onChange={(event) => setDocType(event.target.value as ContentFreshnessDocType | ""all"")}","source_only","medium","/admin/content-freshness","1"
"f29ffa52500fa49b","src/components/admin/views/ContentTranslationsView.tsx","101","39","ui_click","","","onClick={() => void refresh()}","source_only","medium","/admin/content/translations","1"
"f41f9d37f446f547","src/components/admin/views/EditorialComponentsPreviewView.tsx","58","15","ui_change","","","onChange={(e) => setDensity(e.target.value as BlogEditorialDensity)}","source_only","medium","/admin/editorial-components","1"
"577e92eee9f7b440","src/components/admin/views/ExcursionsView.tsx","140","15","ui_click","","","onClick={() => { void refresh(); void refreshAffise(); }}","source_only","medium","/admin/marketplace/excursions","1"
"0bfd76a21ef85f60","src/components/admin/views/ExcursionsView.tsx","208","25","ui_change","","","onChange={(event) => setAffisePeriod(event.target.value as AffiseChartPeriod)}","source_only","medium","/admin/marketplace/excursions","1"
"2e6a6ae9463390bc","src/components/admin/views/FeatureFlagsView.tsx","179","30","http_request","POST","/api/admin/feature-flags","fetch(""/api/admin/feature-flags"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ key, enabled","source_only","high","/admin/feature-flags","1"
"ce6f4a66d098a44b","src/components/admin/views/FeatureFlagsView.tsx","229","30","http_request","PATCH","/api/admin/feature-flags","fetch(""/api/admin/feature-flags"", { method: ""PATCH"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ key, enable","source_only","high","/admin/feature-flags","1"
"80bc5b056c190251","src/components/admin/views/FeatureFlagsView.tsx","269","30","http_request","DELETE","/api/admin/feature-flags","fetch(""/api/admin/feature-flags"", { method: ""DELETE"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ key }), })","source_only","high","/admin/feature-flags","1"
"bb978093ed9e21e1","src/components/admin/views/FeatureFlagsView.tsx","302","49","ui_click","","","onClick={() => void refresh()}","source_only","medium","/admin/feature-flags","1"
"d758a447c8b0ab9c","src/components/admin/views/FeatureFlagsView.tsx","324","11","form_submit","POST","handler","<form onSubmit={(event) => { event.preventDefault(); void createFlag(); }} noValidate className=""space-y","source_only","medium","/admin/feature-flags","1"
"187ae4f415d31cca","src/components/admin/views/FeatureFlagsView.tsx","342","19","ui_change","","","onChange={(event) => { setNewKey(event.target.value); setFeedback(null); }}","source_only","medium","/admin/feature-flags","1"
"a2f0a499eab834ce","src/components/admin/views/FeatureFlagsView.tsx","364","19","ui_change","","","onChange={(event) => { setNewRolloutPercent(event.target.value); setRolloutTouched(true); setFeedback(null); ","source_only","medium","/admin/feature-flags","1"
"5c8fb7212404f0f3","src/components/admin/views/FeatureFlagsView.tsx","377","17","ui_change","","","onChange={(event) => setNewEnabled(event.target.checked)}","source_only","medium","/admin/feature-flags","1"
"9750099cd938e6a5","src/components/admin/views/FeatureFlagsView.tsx","391","17","ui_change","","","onChange={(event) => { setNewMetadataText(event.target.value); setMetadataTouched(true); setFeedback(null); }}","source_only","medium","/admin/feature-flags","1"
"59e6f9531c925fe2","src/components/admin/views/FeatureFlagsView.tsx","435","27","ui_click","","","onClick={() => void saveFlag(item.key)}","source_only","medium","/admin/feature-flags","1"
"84767e4f20a9004e","src/components/admin/views/FeatureFlagsView.tsx","445","27","ui_click","","","onClick={() => void deleteFlag(item.key)}","source_only","medium","/admin/feature-flags","1"
"cc9444f2392d9605","src/components/admin/views/FeatureFlagsView.tsx","467","27","ui_change","","","onChange={(event) => updateDraft(item.key, { rolloutPercent: event.target.value }) }","source_only","medium","/admin/feature-flags","1"
"87138929e891472d","src/components/admin/views/FeatureFlagsView.tsx","477","27","ui_change","","","onChange={(event) => updateDraft(item.key, { enabled: event.target.checked }) }","source_only","medium","/admin/feature-flags","1"
"6261a26c577ac84f","src/components/admin/views/FeatureFlagsView.tsx","495","25","ui_change","","","onChange={(event) => updateDraft(item.key, { metadataText: event.target.value }) }","source_only","medium","/admin/feature-flags","1"
"6e29ead603b1c6b5","src/components/admin/views/ForumAdminView.tsx","61","26","http_request","UNRESOLVED","dynamic","fetch(url, { method, headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify(body), })","source_only","medium","/admin/content/forum","1"
"ebbd02637eb82895","src/components/admin/views/ForumAdminView.tsx","266","17","ui_change","","","onChange={(event) => setNewDraft({ ...newDraft, title: event.target.value })}","source_only","medium","/admin/content/forum","1"
"cab7addec635f295","src/components/admin/views/ForumAdminView.tsx","278","17","ui_change","","","onChange={(event) => setNewDraft({ ...newDraft, sortOrder: event.target.value })}","source_only","medium","/admin/content/forum","1"
"c14b8349c90b6eb3","src/components/admin/views/ForumAdminView.tsx","287","17","ui_change","","","onChange={(event) => setNewDraft({ ...newDraft, description: event.target.value })}","source_only","medium","/admin/content/forum","1"
"e268b73cbfb9b0be","src/components/admin/views/ForumAdminView.tsx","296","17","ui_change","","","onChange={(event) => setNewDraft({ ...newDraft, publicRead: event.target.value === ""public"" })}","source_only","medium","/admin/content/forum","1"
"1940a17c09f76e5b","src/components/admin/views/ForumAdminView.tsx","306","17","ui_change","","","onChange={(event) => setNewDraft({ ...newDraft, isActive: event.target.checked })}","source_only","medium","/admin/content/forum","1"
"86e05a80e36e1a74","src/components/admin/views/ForumAdminView.tsx","313","13","ui_click","","","onClick={() => void createCategory()}","source_only","medium","/admin/content/forum","1"
"19d11f3997e88367","src/components/admin/views/ForumAdminView.tsx","358","83","ui_change","","","onChange={(event) => patchDraft(category.id, { title: event.target.value })}","source_only","medium","/admin/content/forum","1"
"9369cc7d0c810885","src/components/admin/views/ForumAdminView.tsx","362","105","ui_change","","","onChange={(event) => patchDraft(category.id, { sortOrder: event.target.value })}","source_only","medium","/admin/content/forum","1"
"6570028b4bbf1c56","src/components/admin/views/ForumAdminView.tsx","366","102","ui_change","","","onChange={(event) => patchDraft(category.id, { description: event.target.value })}","source_only","medium","/admin/content/forum","1"
"8aeb31ad3ea56188","src/components/admin/views/ForumAdminView.tsx","370","102","ui_change","","","onChange={(event) => patchDraft(category.id, { publicRead: event.target.value === ""public"" })}","source_only","medium","/admin/content/forum","1"
"4e564015b0aa6821","src/components/admin/views/ForumAdminView.tsx","376","71","ui_change","","","onChange={(event) => patchDraft(category.id, { isActive: event.target.checked })}","source_only","medium","/admin/content/forum","1"
"8e43b88460884a8a","src/components/admin/views/ForumAdminView.tsx","382","39","ui_click","","","onClick={() => void saveCategory(category)}","source_only","medium","/admin/content/forum","1"
"cac65e579db75908","src/components/admin/views/ForumAdminView.tsx","386","57","ui_click","","","onClick={() => setDeleteConfirmId(category.id)}","source_only","medium","/admin/content/forum","1"
"58c27d4e6da194da","src/components/admin/views/ForumAdminView.tsx","391","65","ui_click","","","onClick={() => void deleteCategory(category)}","source_only","medium","/admin/content/forum","1"
"027171adfdf5a3c4","src/components/admin/views/ForumAdminView.tsx","394","59","ui_click","","","onClick={() => setDeleteConfirmId(null)}","source_only","medium","/admin/content/forum","1"
"4ddcf49324dd4695","src/components/admin/views/ForumAdminView.tsx","416","34","ui_change","","","onChange={(event) => setQuery(event.target.value)}","source_only","medium","/admin/content/forum","1"
"bcfca758f50ba045","src/components/admin/views/ForumAdminView.tsx","417","50","ui_change","","","onChange={(event) => setCategoryFilter(event.target.value)}","source_only","medium","/admin/content/forum","1"
"2074cc2591adecbe","src/components/admin/views/ForumAdminView.tsx","436","102","ui_click","","","onClick={() => void changeThread(thread, { pinned: !thread.pinned, locked: thread.locked })}","source_only","medium","/admin/content/forum","1"
"6b299972c4357246","src/components/admin/views/ForumAdminView.tsx","440","102","ui_click","","","onClick={() => void changeThread(thread, { pinned: thread.pinned, locked: !thread.locked })}","source_only","medium","/admin/content/forum","1"
"b9086b41983cb6a9","src/components/admin/views/FunnelsView.tsx","85","15","ui_change","","","onChange={(e) => setPeriod(e.target.value as AnalyticsPeriod)}","source_only","medium","/admin/analytics/funnels","1"
"cfff7493c7b80ec4","src/components/admin/views/KnowledgeImportView.tsx","67","32","http_request","GET","/api/admin/content/knowledge-import","fetch(""/api/admin/content/knowledge-import"")","source_only","high","/admin/content/knowledge","1"
"9744f34b9881050f","src/components/admin/views/KnowledgeImportView.tsx","94","30","http_request","POST","/api/admin/content/knowledge-import","fetch(""/api/admin/content/knowledge-import"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify({ action: ""preview"", pa","source_only","high","/admin/content/knowledge","1"
"edb3dd2fe65e280f","src/components/admin/views/KnowledgeImportView.tsx","128","25","data_mutation","DELETE","supabase_or_repository","next.delete(id)","source_only","medium","/admin/content/knowledge","1"
"adec2046d47e5c3c","src/components/admin/views/KnowledgeImportView.tsx","153","30","http_request","POST","/api/admin/content/knowledge-import","fetch(""/api/admin/content/knowledge-import"", { method: ""POST"", headers: { ""Content-Type"": ""application/json"" }, body: JSON.stringify( rawPackage ","source_only","high","/admin/content/knowledge","1"
